episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
71,-100,-136.12496352096275,7286,3700,2023-05-14 17:12:32.363154,17:12
72,-100,-135.2062870274448,7438,3738,2023-05-14 17:12:32.766781,17:12
73,-100,-134.8359216447613,7570,3832,2023-05-14 17:12:33.117473,17:12
74,-100,-133.53963741126975,7694,3862,2023-05-14 17:12:33.453078,17:12
75,-100,-132.8632900245252,7777,3915,2023-05-14 17:12:33.671392,17:12
76,-100,-132.123144390465,7906,3991,2023-05-14 17:12:34.018312,17:12
77,-100,-131.05298932630976,8059,4068,2023-05-14 17:12:34.431257,17:12
78,-100,-130.3374060209745,8136,4068,2023-05-14 17:12:34.637577,17:12
79,-100,-129.1874660707414,8257,4189,2023-05-14 17:12:34.960979,17:12
80,-100,-127.69599102249668,8370,4181,2023-05-14 17:12:35.266123,17:12
81,-100,-126.8317239126441,8522,4341,2023-05-14 17:12:35.678145,17:12
82,-100,-125.51989971033052,8660,4319,2023-05-14 17:12:36.052058,17:12
83,-100,-124.93552902190496,8753,4434,2023-05-14 17:12:36.299508,17:12
84,-100,-124.2984933379446,8825,4391,2023-05-14 17:12:36.493854,17:12
85,-100,-123.49761374327994,8964,4573,2023-05-14 17:12:36.865090,17:12
86,-100,-122.29847813731259,9138,4565,2023-05-14 17:12:37.351818,17:12
87,-100,-121.38747771689833,9240,4675,2023-05-14 17:12:37.629383,17:12
88,-100,-120.92851158686967,9408,4733,2023-05-14 17:12:38.089821,17:12
89,-100,-119.9403046931289,9537,4804,2023-05-14 17:12:38.436185,17:12
90,-100,-118.55944515079298,9705,4901,2023-05-14 17:12:38.894767,17:12
91,-100,-118.53900447196186,9815,4914,2023-05-14 17:12:39.186358,17:12
92,-100,-117.46898192196821,9999,5085,2023-05-14 17:12:39.687325,17:12
93,-100,-116.41304333223147,10165,5080,2023-05-14 17:12:40.141451,17:12
94,-100,-117.34246787212571,10274,5194,2023-05-14 17:12:40.428321,17:12
95,-100,-115.80188809729906,10423,5229,2023-05-14 17:12:40.834914,17:12
96,-100,-115.1972501817842,10551,5322,2023-05-14 17:12:41.179305,17:12
97,-100,-114.3168139123097,10675,5353,2023-05-14 17:12:41.520037,17:12
98,-100,-113.49674067514223,10771,5418,2023-05-14 17:12:41.783010,17:12
99,-100,-112.92060518085424,10892,5474,2023-05-14 17:12:42.106196,17:12
100,-100,-111.11962056938265,11027,5553,2023-05-14 17:12:42.475994,17:12
101,-100,-106.95278994057112,11152,5599,2023-05-14 17:12:42.821258,17:12
102,-100,-106.34304358356275,11230,5631,2023-05-14 17:12:43.038274,17:12
103,-100,-104.94827624819312,11337,5706,2023-05-14 17:12:43.336428,17:12
104,-100,-104.45217719178619,11416,5710,2023-05-14 17:12:43.554199,17:12
105,-100,-103.80818063192915,11535,5825,2023-05-14 17:12:43.878600,17:12
106,-100,-101.6520503480961,11662,5837,2023-05-14 17:12:44.220043,17:12
107,-100,-101.80381146262816,11845,6008,2023-05-14 17:12:44.719525,17:12
108,-100,-102.05160007911769,11956,5948,2023-05-14 17:12:45.015526,17:12
109,-100,-100.92634397430687,12079,6131,2023-05-14 17:12:45.348578,17:12
110,2.449915627317212,-99.86087677869433,13079,6948,2023-05-14 17:12:48.527797,17:12
111,-100,-98.6941062846981,13192,6244,2023-05-14 17:12:48.824734,17:12
112,-100,-97.8513077559523,13326,7082,2023-05-14 17:12:49.188129,17:12
113,-100,-96.04737615937788,13491,6409,2023-05-14 17:12:49.644215,17:12
114,-100,-95.01936320703373,14278,7869,2023-05-14 17:12:52.342904,17:12
115,-100,-95.28513436257384,14860,6991,2023-05-14 17:12:54.158873,17:12
116,-100,-94.91634058049645,15025,8034,2023-05-14 17:12:54.640128,17:12
117,-100,-94.48444766013425,15124,7090,2023-05-14 17:12:54.950601,17:12
118,-100,-94.39014054266634,15238,8148,2023-05-14 17:12:55.321347,17:12
119,-100,-93.68289459815287,15357,7209,2023-05-14 17:12:55.700762,17:12
120,-100,-91.43555213448681,15727,8518,2023-05-14 17:12:56.830774,17:12
121,-100,-89.9835016639263,15886,7368,2023-05-14 17:12:57.248037,17:12
122,-100,-87.93297348328498,16042,8674,2023-05-14 17:12:57.662201,17:12
123,100,-81.96907362382271,16688,8014,2023-05-14 17:13:00.101829,17:13
124,-100,-81.83096576722347,17023,9009,2023-05-14 17:13:01.229069,17:13
125,-100,-84.08975441670866,17368,8359,2023-05-14 17:13:02.286556,17:13
126,-100,-84.57189062479763,17841,9482,2023-05-14 17:13:03.909167,17:13
127,-100,-84.26785832096184,17971,8489,2023-05-14 17:13:04.301717,17:13
128,-100,-82.33543808946617,18088,9599,2023-05-14 17:13:04.679736,17:13
129,-100,-82.71128022669163,18344,8745,2023-05-14 17:13:05.447273,17:13
130,-100,-84.09364261148981,19235,10490,2023-05-14 17:13:09.197936,17:13
131,-100,-85.43341636079296,19507,9017,2023-05-14 17:13:10.065808,17:13
132,-100,-83.72178603543644,19959,10942,2023-05-14 17:13:11.617363,17:13
133,-100,-82.33816949969354,20086,9144,2023-05-14 17:13:11.971985,17:13
134,0.6100577301946128,-81.84758423194553,21086,11942,2023-05-14 17:13:15.820098,17:13
135,-100,-82.4439755903287,21897,9955,2023-05-14 17:13:18.799340,17:13
136,-100,-83.47944226761027,22470,12515,2023-05-14 17:13:20.829437,17:13
137,1.131192206427259,-81.93933911824497,23470,10955,2023-05-14 17:13:24.545179,17:13
138,100,-77.6567002815823,24153,13198,2023-05-14 17:13:26.935645,17:13
139,-100,-77.03406880067082,24634,11436,2023-05-14 17:13:28.459950,17:13
140,0.7103279206582525,-76.41188740425065,25634,14198,2023-05-14 17:13:32.672855,17:13
141,0.6886913797572731,-74.9172591910327,26634,12436,2023-05-14 17:13:37.315074,17:13
142,-1.4344881240053464,-73.9707575799415,27634,15198,2023-05-14 17:13:40.809724,17:13
143,100,-67.44041967790994,28411,13213,2023-05-14 17:13:43.523690,17:13
144,100,-62.695396026204975,29185,15972,2023-05-14 17:13:46.125354,17:13
145,100,-59.81859894463952,29923,13951,2023-05-14 17:13:48.603218,17:13
146,100,-56.615982063107815,30331,16380,2023-05-14 17:13:49.886915,17:13
147,100,-53.82385154025434,30893,14513,2023-05-14 17:13:51.797216,17:13
148,-1.157225010750551e-05,-51.032376552166724,31893,17380,2023-05-14 17:13:55.492123,17:13
149,100,-47.79673519408887,32342,14962,2023-05-14 17:13:56.907134,17:13
150,-100,-47.18806587186999,32466,17504,2023-05-14 17:13:57.287239,17:13
151,100,-44.21218120743859,32793,15289,2023-05-14 17:13:58.336197,17:13
152,-0.5799325568430127,-40.624015628104296,33793,18504,2023-05-14 17:14:01.906983,17:14
153,-100,-39.44731532969166,33920,15416,2023-05-14 17:14:02.284542,17:14
154,100,-36.42794111460663,34293,18877,2023-05-14 17:14:03.455020,17:14
155,-0.398169310487124,-34.46777674935742,35293,16416,2023-05-14 17:14:07.309231,17:14
156,100,-32.75073755912065,35877,19461,2023-05-14 17:14:09.498968,17:14
157,-1.1462984489723056,-32.7092244159222,36877,17416,2023-05-14 17:14:13.521310,17:14
158,100,-30.434451724313806,37440,20024,2023-05-14 17:14:15.388870,17:14
159,-100,-29.368470316840693,38021,17997,2023-05-14 17:14:17.458924,17:14
160,-0.3697381096121674,-29.61188608177732,39021,21024,2023-05-14 17:14:21.350205,17:14
161,100,-23.8609842176128,39595,18571,2023-05-14 17:14:23.393275,17:14
