episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-37.5,66,66,2023-06-13 13:21:43.640691,13:21
2,-100,-63.0,183,117,2023-06-13 13:21:45.934678,13:21
3,-100,-142.5,270,153,2023-06-13 13:21:47.545838,13:21
4,-100,-136.4,347,194,2023-06-13 13:21:48.887503,13:21
5,-100,-177.5,444,250,2023-06-13 13:21:50.705371,13:21
6,-100,-171.85714285714286,540,290,2023-06-13 13:21:52.457823,13:21
7,-100,-153.75,667,377,2023-06-13 13:21:54.207025,13:21
8,-100,-150.11111111111111,744,367,2023-06-13 13:21:54.980707,13:21
9,-100,-169.4,835,468,2023-06-13 13:21:55.971578,13:21
10,-100,-176.54545454545453,919,451,2023-06-13 13:21:56.840487,13:21
11,-100,-157.41666666666666,1012,561,2023-06-13 13:21:58.261796,13:21
12,-100,-152.15384615384616,1109,548,2023-06-13 13:21:59.498727,13:21
13,-100,-151.21428571428572,1201,653,2023-06-13 13:22:00.636568,13:22
14,-100,-144.0,1296,643,2023-06-13 13:22:01.834989,13:22
15,-100,-141.1875,1379,736,2023-06-13 13:22:02.832356,13:22
16,-100,-149.52941176470588,1516,780,2023-06-13 13:22:04.617565,13:22
17,-100,-146.38888888888889,1585,805,2023-06-13 13:22:05.469315,13:22
18,-100,-144.89473684210526,1678,873,2023-06-13 13:22:06.575731,13:22
19,-100,-146.45,1754,881,2023-06-13 13:22:07.475877,13:22
20,-100,-145.0952380952381,1847,966,2023-06-13 13:22:08.868812,13:22
21,-100,-142.36363636363637,1929,963,2023-06-13 13:22:09.948908,13:22
22,-100,-150.82608695652175,2023,1060,2023-06-13 13:22:11.071279,13:22
23,-100,-153.25,2101,1041,2023-06-13 13:22:12.060146,13:22
24,-100,-151.04,2203,1162,2023-06-13 13:22:13.417026,13:22
25,-100,-148.84615384615384,2273,1111,2023-06-13 13:22:14.266549,13:22
26,-100,-149.40740740740742,2379,1268,2023-06-13 13:22:15.641082,13:22
27,-100,-146.5,2455,1187,2023-06-13 13:22:16.627024,13:22
28,-100,-153.31034482758622,2532,1345,2023-06-13 13:22:17.687856,13:22
29,-100,-160.23333333333332,2633,1288,2023-06-13 13:22:18.832371,13:22
30,-100,-160.16129032258064,2738,1450,2023-06-13 13:22:20.159631,13:22
31,-100,-164.96875,2827,1377,2023-06-13 13:22:21.297151,13:22
32,-100,-171.75757575757575,2927,1550,2023-06-13 13:22:22.634372,13:22
33,-100,-172.05882352941177,2996,1446,2023-06-13 13:22:23.516419,13:22
34,-100,-178.4857142857143,3112,1666,2023-06-13 13:22:24.968255,13:22
35,-100,-179.33333333333334,3197,1531,2023-06-13 13:22:25.935738,13:22
36,-100,-176.0810810810811,3266,1735,2023-06-13 13:22:26.738193,13:22
