episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-132.0,114,114,2023-05-14 20:09:53.929661,20:9
2,-100,-121.33333333333333,178,64,2023-05-14 20:10:00.697879,20:10
3,-100,-171.75,264,200,2023-05-14 20:10:09.830154,20:10
4,-100,-177.4,368,168,2023-05-14 20:10:20.821654,20:10
5,-100,-176.5,507,339,2023-05-14 20:10:35.635143,20:10
6,-100,-164.71428571428572,577,238,2023-05-14 20:10:43.081839,20:10
7,-100,-193.5,701,463,2023-05-14 20:10:56.404284,20:10
8,-100,-189.55555555555554,783,320,2023-05-14 20:11:05.219036,20:11
9,-100,-188.2,881,561,2023-05-14 20:11:15.621900,20:11
10,-100,-201.0,977,416,2023-05-14 20:11:25.743034,20:11
11,-100,-189.58333333333334,1071,655,2023-05-14 20:11:37.363561,20:11
12,-100,-182.3846153846154,1134,479,2023-05-14 20:11:44.729804,20:11
13,-100,-179.14285714285714,1252,773,2023-05-14 20:11:58.540028,20:11
14,-100,-165.6,1352,579,2023-05-14 20:12:10.315469,20:12
15,-100,-166.75,1418,839,2023-05-14 20:12:18.055894,20:12
16,-100,-161.2941176470588,1489,650,2023-05-14 20:12:26.337328,20:12
17,-100,-158.27777777777777,1615,965,2023-05-14 20:12:41.005111,20:12
18,-100,-164.31578947368422,1696,731,2023-05-14 20:12:50.427835,20:12
19,-100,-166.65,1790,1059,2023-05-14 20:13:01.355217,20:13
20,-100,-162.14285714285714,1855,796,2023-05-14 20:13:08.922901,20:13
21,-100,-160.6818181818182,1940,1144,2023-05-14 20:13:18.757404,20:13
22,-100,-154.0,2059,915,2023-05-14 20:13:32.545094,20:13
23,-100,-152.79166666666666,2126,1211,2023-05-14 20:13:40.345120,20:13
24,-100,-154.16,2234,1023,2023-05-14 20:13:53.035948,20:13
25,-100,-152.15384615384616,2337,1314,2023-05-14 20:14:05.238215,20:14
26,-100,-150.59259259259258,2432,1118,2023-05-14 20:14:16.389726,20:14
27,-100,-151.64285714285714,2529,1411,2023-05-14 20:14:27.704335,20:14
28,-100,-149.41379310344828,2601,1190,2023-05-14 20:14:36.005393,20:14
29,-100,-147.3,2723,1533,2023-05-14 20:14:50.220651,20:14
30,-100,-145.90322580645162,2820,1287,2023-05-14 20:15:01.509551,20:15
31,-100,-140.78125,2900,1613,2023-05-14 20:15:10.966328,20:15
32,-100,-142.24242424242425,2976,1363,2023-05-14 20:15:19.955208,20:15
