"Nível territorial","Seleção atual","codigo_ibge","regint_id","city_id","city","nro_medicoes","tcp_down_median_mbps","tcp_up_median_mbps","rtt_median_ms","rtt_lost_package_pct","jitter_download_ms","jitter_upload_ms","nro_asns","medicoes_ipv6_porc"
"Federação","Brasil","11","1102","1100015","ALTA FLORESTA D'OESTE",69,44.2590565,53.995138,45.609,0,1.4265,1.9775,3,10.1449275362319
"Federação","Brasil","11","1101","1100023","ARIQUEMES",80,35.3445775,54.721552,47.647,1.25,1.6785,2.0095,6,6.25
"Federação","Brasil","11","1102","1100031","CABIXI",1,198.240005,171.852325,13.446,1,0.5,0.502,1,0
"Federação","Brasil","11","1102","1100049","CACOAL",170,86.192064,81.715183,45.7325,0,0.443,0.7545,7,20.5882352941176
"Federação","Brasil","11","1102","1100056","CEREJEIRAS",22,192.765042,46.5792165,20.011,0,1.5445,0.3395,2,22.7272727272727
"Federação","Brasil","11","1102","1100064","COLORADO DO OESTE",31,151.9063835,111.375561,13.672,0,0.1605,0.141,2,0
"Federação","Brasil","11","1102","1100072","CORUMBIARA",1,120.606354,217.212936,15.49,0,0.285,0.412,1,0
"Federação","Brasil","11","1102","1100080","COSTA MARQUES",2,4.491139,7.414392,110.338,1.5,5.487,19.196,1,0
"Federação","Brasil","11","1102","1100098","ESPIGÃO D'OESTE",41,87.576385,78.277245,18.876,1,0.564,1.04,3,26.8292682926829
"Federação","Brasil","11","1101","1100106","GUAJARÁ-MIRIM",873,4.968,0.499,102.2255,0,0.3365,1.018,4,4.23825887743414
"Federação","Brasil","11","1101","1100114","JARU",58,46.9566075,32.168998,48.5175,1.7,1.3505,2.37,4,10.3448275862069
"Federação","Brasil","11","1102","1100122","JI-PARANÁ",86,55.040752,55.610033,59.288,0,0.145,0.698,3,29.0697674418605
"Federação","Brasil","11","1101","1100130","MACHADINHO D'OESTE",17,14.082348,46.55906,46.4735,0,2.997,3.941,3,5.88235294117647
"Federação","Brasil","11","1102","1100148","NOVA BRASILÂNDIA D'OESTE",2,113.096001,148.909996,51.338,0,0.572,1.695,1,0
"Federação","Brasil","11","1102","1100155","OURO PRETO DO OESTE",86,84.346975,56.42566,19.508,0,1.081,1.3,4,34.8837209302326
"Federação","Brasil","11","1102","1100189","PIMENTA BUENO",273,121.0147865,141.748428,43.785,0,0.3345,0.415,6,18.3150183150183
"Federação","Brasil","11","1101","1100205","PORTO VELHO",1003,54.287003,66.336391,64.358,0.05,0.99,0.818,16,24.9252243270189
"Federação","Brasil","11","1102","1100254","PRESIDENTE MÉDICI",62,18.242046,37.823592,82.14,1.6,1.9605,2.781,3,24.1935483870968
"Federação","Brasil","11","1102","1100288","ROLIM DE MOURA",69,99.483144,95.810112,31.172,1,0.551,1.8135,4,11.5942028985507
"Federação","Brasil","11","1102","1100296","SANTA LUZIA D'OESTE",2,187.222027,64.334,44.008,0,0.714,0.548,1,0
"Federação","Brasil","11","1102","1100304","VILHENA",1323,131.853749,92.495126,30.365,0,0.1835,0.0825,6,5.97127739984883
"Federação","Brasil","11","1102","1100320","SÃO MIGUEL DO GUAPORÉ",56,51.7914355,40.6065245,50.1975,0,1.017,1.91,3,8.92857142857143
"Federação","Brasil","11","1101","1100338","NOVA MAMORÉ",40,43.899963,68.709084,75.238,0,1.568,1.138,3,15
"Federação","Brasil","11","1101","1100403","ALTO PARAÍSO",7,9.033581,8.694496,107.121,1.25,1.15,15.428,2,14.2857142857143
"Federação","Brasil","11","1101","1100452","BURITIS",12,51.827869,53.336664,22.497,2,1.442,1.803,2,16.6666666666667
"Federação","Brasil","11","1102","1100502","NOVO HORIZONTE DO OESTE",3,36.588789,75.1067105,34.72,0,0.185,0.3995,1,33.3333333333333
"Federação","Brasil","11","1101","1100601","CACAULÂNDIA",1,2.417219,6.896681,92.998,2,5.243,20.249,1,0
"Federação","Brasil","11","1101","1100700","CAMPO NOVO DE RONDÔNIA",5,30.381284,34.71088,19.2455,NA,2.4905,7.313,1,0
"Federação","Brasil","11","1101","1100809","CANDEIAS DO JAMARI",37,76.262807,23.0445,55.406,0.25,1.747,2.154,4,21.6216216216216
"Federação","Brasil","11","1102","1100908","CASTANHEIRAS",2,25.728311,29.144642,17.148,NA,1.859,0.979,1,0
"Federação","Brasil","11","1102","1100924","CHUPINGUAIA",4,60.8714545,69.4120795,27.1225,NA,1.526,1.0425,1,0
"Federação","Brasil","11","1101","1100940","CUJUBIM",9,32.546337,46.311239,36.743,0,2.147,2.8175,2,0
"Federação","Brasil","11","1101","1101005","GOVERNADOR JORGE TEIXEIRA",1,209.585999,184.992996,45.171,0,0.705,0.617,1,0
"Federação","Brasil","11","1101","1101104","ITAPUÃ DO OESTE",1,18.061314,21.458303,54.583,0,2.398,4.036,1,0
"Federação","Brasil","11","1102","1101203","MINISTRO ANDREAZZA",2,22.95936,14.81472,18.038,0,0.42,7.909,1,0
"Federação","Brasil","11","1102","1101302","MIRANTE DA SERRA",4,55.072701,28.693254,13.498,0,0.259,0.564,1,0
"Federação","Brasil","11","1101","1101401","MONTE NEGRO",5,79.5160895,291.525754,38.444,1,1.871,2.687,2,0
"Federação","Brasil","11","1102","1101435","NOVA UNIÃO",2,0.945,34.759,51.202,21.4,9.59,4.68,1,0
"Federação","Brasil","11","1102","1101450","PARECIS",1,0.092,3.462,43.991,43.9,3.106,29.952,1,0
"Federação","Brasil","11","1102","1101476","PRIMAVERA DE RONDÔNIA",2,NA,NA,30.599,NA,0.315,0.356,1,0
"Federação","Brasil","11","1102","1101492","SÃO FRANCISCO DO GUAPORÉ",16,31.08132,31.25108,21.398,7.2,1.358,2.538,2,31.25
"Federação","Brasil","11","1102","1101500","SERINGUEIRAS",9,99.100899,44.357556,98.687,0.4,0.51,6.046,2,33.3333333333333
"Federação","Brasil","11","1101","1101609","THEOBROMA",2,3.590476,2.044737,156.299,NA,0.803,29.573,1,0
"Federação","Brasil","11","1102","1101708","URUPÁ",22,24.492755,13.9440525,39.3195,1.1,1.0095,1.2645,1,0
"Federação","Brasil","11","1102","1101807","VALE DO PARAÍSO",2,187.748497,124.472916,18.4925,0,0.812,0.7065,1,0
"Federação","Brasil","12","1201","1200104","BRASILÉIA",25,36.120365,22.818312,82.237,0,2.731,4.268,2,40
"Federação","Brasil","12","1201","1200179","CAPIXABA",2,35.846539,25.122816,78.168,0,0.531,2.609,1,100
"Federação","Brasil","12","1202","1200203","CRUZEIRO DO SUL",59,21.655086,64.51239,93.58,1.4,0.978,0.954,4,13.5593220338983
"Federação","Brasil","12","1201","1200252","EPITACIOLÂNDIA",6,57.9429225,73.508329,74.1875,2,1.9435,0.607,1,16.6666666666667
"Federação","Brasil","12","1202","1200302","FEIJÓ",17,27.1082985,39.831053,230.37,0.75,2.1125,8.066,3,23.5294117647059
"Federação","Brasil","12","1202","1200336","MÂNCIO LIMA",13,81.7092075,47.3516375,107.6735,2,1.442,6.3795,1,38.4615384615385
"Federação","Brasil","12","1201","1200344","MANOEL URBANO",1,229.780884,191.771271,74.996,NA,0.234,0.39,1,0
"Federação","Brasil","12","1201","1200385","PLÁCIDO DE CASTRO",11,68.705597,34.895573,99.964,0,0.962,1.443,1,54.5454545454545
"Federação","Brasil","12","1201","1200401","RIO BRANCO",487,65.576998,41.108999,67.181,0,0.06,0.827,6,8.2135523613963
"Federação","Brasil","12","1202","1200427","RODRIGUES ALVES",6,3.226157,0.604857,117.887,1,0.309,1.067,1,0
"Federação","Brasil","12","1201","1200450","SENADOR GUIOMARD",4,2.85755,0.471478,91.9435,0.5,0.2965,5.906,1,25
"Federação","Brasil","12","1201","1200500","SENA MADUREIRA",21,22.645142,10.6803115,131.952,0.75,1.8945,7.3515,2,28.5714285714286
"Federação","Brasil","12","1202","1200609","TARAUACÁ",23,2.851856,2.939954,84.634,12.5,1.104,0.762,2,30.4347826086957
"Federação","Brasil","12","1201","1200708","XAPURI",5,11.933661,12.3924805,87.956,0.5,5.0905,9.5255,1,80
"Federação","Brasil","12","1201","1200807","PORTO ACRE",3,21.840914,9.778542,189.095,7.5,22.266,10.933,1,33.3333333333333
"Federação","Brasil","13","1302","1300029","ALVARÃES",3,1.382806,0.496349,81.498,34,0.503,28.226,1,0
"Federação","Brasil","13","1303","1300144","APUÍ",3,0.392868,9.248217,36.598,NA,9.134,2.936,1,0
"Federação","Brasil","13","1302","1300201","ATALAIA DO NORTE",2,6.839531,2.098624,811.62,31.5,12.01,17.954,1,0
"Federação","Brasil","13","1301","1300300","AUTAZES",15,17.400992,15.829323,85.141,1,5.6185,1.5505,1,0
"Federação","Brasil","13","1301","1300409","BARCELOS",52,6.8786435,3.472632,468.8305,16,1.434,8.077,3,0
"Federação","Brasil","13","1301","1300631","BERURI",4,9.601013,7.3691825,72.9165,0,0.906,14.6605,1,25
"Federação","Brasil","13","1303","1300706","BOCA DO ACRE",20,9.519009,18.85216,108.577,1.5,2.583,0.641,3,5
"Federação","Brasil","13","1301","1300805","BORBA",5,11.169504,9.904917,90.5825,0,4.4505,5.5565,1,20
"Federação","Brasil","13","1303","1300904","CANUTAMA",2,0.685741,15.011328,184.845,0,2.519,7.675,2,0
"Federação","Brasil","13","1301","1301100","CAREIRO",18,67.198116,47.127848,68.272,0,0.424,0.334,4,66.6666666666667
"Federação","Brasil","13","1301","1301159","CAREIRO DA VÁRZEA",8,14.503456,1.1176115,1070.195,38,2.2955,27.322,1,0
"Federação","Brasil","13","1301","1301209","COARI",94,1.084801,8.630469,68.148,2.1,4.7045,3.627,4,5.31914893617021
"Federação","Brasil","13","1301","1301308","CODAJÁS",11,0.637426,1.410587,162.219,34,6.4465,6.6005,2,18.1818181818182
"Federação","Brasil","13","1303","1301704","HUMAITÁ",56,57.017075,74.2113505,42.9285,0.35,1.3955,1.0965,6,17.8571428571429
"Federação","Brasil","13","1302","1301803","IPIXUNA",9,0.894754,3.340654,904.171,51,5.707,24.297,1,0
"Federação","Brasil","13","1301","1301852","IRANDUBA",14,90.678137,67.4206685,10.136,0,0.6755,0.446,4,28.5714285714286
"Federação","Brasil","13","1304","1301902","ITACOATIARA",64,63.9717245,73.223315,16.784,0,1.2335,1.049,8,10.9375
"Federação","Brasil","13","1303","1302405","LÁBREA",44,23.354465,29.8795,66.89,0,2.2645,1.736,3,2.27272727272727
"Federação","Brasil","13","1301","1302504","MANACAPURU",78,60.059558,66.73276,41.7485,0,0.9955,1.11,5,38.4615384615385
"Federação","Brasil","13","1303","1302702","MANICORÉ",12,0.6844,1.03296,757.523,5.1,11.5525,20.0155,2,0
"Federação","Brasil","13","1302","1302801","MARAÃ",5,19.352097,1.89888,605.998,0,2.104,9.526,2,0
"Federação","Brasil","13","1304","1302900","MAUÉS",19,14.793852,4.383325,34,0,3.65,2.64,2,0
"Federação","Brasil","13","1304","1303007","NHAMUNDÁ",1,19.393988,2.40608,666.727,0,1.302,9.784,1,0
"Federação","Brasil","13","1303","1303304","NOVO ARIPUANÃ",3,0.3481,1.482752,1563.666,1.5,4.475,28.157,2,0
"Federação","Brasil","13","1304","1303403","PARINTINS",42,7.429598,9.795328,114.889,2.5,3.077,0.744,3,52.3809523809524
"Federação","Brasil","13","1301","1303536","PRESIDENTE FIGUEIREDO",32,23.112056,15.2371335,92.448,0,2.143,1.045,4,15.625
"Federação","Brasil","13","1301","1303569","RIO PRETO DA EVA",20,36.031422,91.871582,68.889,0,1.294,0.22,1,35
"Federação","Brasil","13","1301","1303601","SANTA ISABEL DO RIO NEGRO",39,4.5001335,1.040482,734.5955,24.35,3.261,13.0035,2,0
"Federação","Brasil","13","1302","1303700","SANTO ANTÔNIO DO IÇÁ",1,2.236293,0.671872,NA,NA,NA,NA,1,0
"Federação","Brasil","13","1301","1303809","SÃO GABRIEL DA CACHOEIRA",321,4.371428,1.562799,691.45,23.25,4.9325,12.1215,3,0.623052959501558
"Federação","Brasil","13","1304","1303957","SÃO SEBASTIÃO DO UATUMÃ",9,7.864392,15.446723,448.869,9.5,15.9795,7.7395,1,22.2222222222222
"Federação","Brasil","13","1302","1304062","TABATINGA",24,0.848386,0.7301045,669.09,16.5,9.032,9.462,3,0
"Federação","Brasil","13","1303","1304104","TAPAUÁ",4,2.5752935,2.216894,641.7385,5,11.2495,12.104,1,0
"Federação","Brasil","13","1302","1304203","TEFÉ",27,0.7381015,2.715582,260.0365,23,7.8475,4.491,4,0
"Federação","Brasil","13","1302","1304260","UARINI",156,5.4509805,1.019355,711.752,20,2.222,11.6715,4,0
"Federação","Brasil","13","1304","1304401","URUCURITUBA",1,21.685843,NA,169.599,NA,10.524,30.878,1,0
"Federação","Brasil","14","1401","1400050","ALTO ALEGRE",22,16.372999,19.750999,163.552,0,0.692,5.649,3,31.8181818181818
"Federação","Brasil","14","1401","1400100","BOA VISTA",10,63.628502,52.664,84.841,0,0.023,0.684,2,0
"Federação","Brasil","14","1401","1400159","BONFIM",2,1.376158,2.307648,331.031,16.5,0.277,30.316,1,0
"Federação","Brasil","14","1401","1400175","CANTÁ",13,12.28516,2.392184,647.17,0,2.268,9.536,2,0
"Federação","Brasil","14","1402","1400209","CARACARAÍ",3,7.018756,0.605157,341.0375,0,3.133,9.8945,1,33.3333333333333
"Federação","Brasil","14","1402","1400233","CAROEBE",3,0.675411,0.855488,693.198,1.9,6.073,11.716,1,0
"Federação","Brasil","14","1401","1400308","MUCAJAÍ",73,11.83694,7.598936,76.641,1.5,0.374,0.26,2,20.5479452054795
"Federação","Brasil","14","1401","1400407","NORMANDIA",5,11.9089385,1.3338015,867.768,21.5,3.0245,13.8685,2,20
"Federação","Brasil","14","1401","1400456","PACARAIMA",13,12.1528255,6.552522,87.9905,1,1.1285,1.162,2,15.3846153846154
"Federação","Brasil","14","1402","1400472","RORAINÓPOLIS",9,5.1149395,23.084326,159.841,1,1.131,12.9395,2,0
"Federação","Brasil","14","1402","1400506","SÃO JOÃO DA BALIZA",2,30.456631,3.980783,12.9995,100,13.4155,13.448,1,0
"Federação","Brasil","14","1402","1400605","SÃO LUIZ",2,61.470875,69.681776,98.924,NA,1.141,0.566,1,0
"Federação","Brasil","14","1401","1400704","UIRAMUTÃ",1,1.201262,NA,119.442,5,3.763,2.186,1,0
"Federação","Brasil","15","1501","1500107","ABAETETUBA",93,35.3368435,59.749072,68.4205,0,0.5075,0.34,4,20.4301075268817
"Federação","Brasil","15","1503","1500131","ABEL FIGUEIREDO",1,38.519001,49.818001,49.908,0.7,12.513,1.327,1,0
"Federação","Brasil","15","1501","1500206","ACARÁ",8,3.744521,1.771412,80.2075,0,2.546,3.439,2,12.5
"Federação","Brasil","15","1507","1500305","AFUÁ",4,9.1336365,22.9204305,509.9955,1.8,2.089,11.583,1,0
"Federação","Brasil","15","1504","1500347","ÁGUA AZUL DO NORTE",11,9.053568,70.298694,51.27,0,2.704,4.65,2,0
"Federação","Brasil","15","1505","1500404","ALENQUER",13,70.295815,14.278779,72.297,2.5,2.27,1.854,2,23.0769230769231
"Federação","Brasil","15","1506","1500503","ALMEIRIM",6,74.908647,26.171,88.041,0,5.469,1.643,2,16.6666666666667
"Federação","Brasil","15","1506","1500602","ALTAMIRA",45,109.7224485,127.195459,48.6365,0,0.882,0.5965,5,8.88888888888889
"Federação","Brasil","15","1501","1500800","ANANINDEUA",1251,58.427583,47.15662,62.482,0,0.7685,0.666,21,24.14068745004
"Federação","Brasil","15","1506","1500859","ANAPU",12,7.859,0.95776,118.365,0,9.938,16.002,1,0
"Federação","Brasil","15","1502","1500909","AUGUSTO CORRÊA",9,25.365222,57.322,337.52,9,9.447,5.84,3,11.1111111111111
"Federação","Brasil","15","1502","1500958","AURORA DO PARÁ",1,2.003,78.605003,67.845,3.3,3.292,4.595,1,0
"Federação","Brasil","15","1505","1501006","AVEIRO",3,7.4174605,27.9813635,103.9295,17,10.7,5.212,1,0
"Federação","Brasil","15","1507","1501105","BAGRE",14,7.306547,7.703846,70.785,7.25,3.478,1.412,1,0
"Federação","Brasil","15","1503","1501204","BAIÃO",32,15.0795,28.0105,61.5455,0,5.487,5.1425,3,0
"Federação","Brasil","15","1501","1501303","BARCARENA",48,5.350287,35.685761,60.718,1.1,3.661,1.188,6,10.4166666666667
"Federação","Brasil","15","1501","1501501","BENEVIDES",35,60.344086,52.997829,60.493,0,1.12,0.725,3,34.2857142857143
"Federação","Brasil","15","1503","1501576","BOM JESUS DO TOCANTINS",6,17.826714,30.582048,67.708,1,0.365,0.536,1,16.6666666666667
"Federação","Brasil","15","1502","1501600","BONITO",4,96.480607,211.521774,121.349,NA,2.288,15.021,1,25
"Federação","Brasil","15","1502","1501709","BRAGANÇA",147,35.6095495,36.3985285,62.309,0,1.141,0.962,4,14.9659863945578
"Federação","Brasil","15","1506","1501725","BRASIL NOVO",10,79.095354,82.112522,37.3435,0,1.2,0.9415,1,50
"Federação","Brasil","15","1503","1501782","BREU BRANCO",17,31.564291,61.263687,57.185,0,2.015,0.872,2,0
"Federação","Brasil","15","1507","1501808","BREVES",55,2.746924,2.922146,416.498,7.9,9.61,14.093,5,0
"Federação","Brasil","15","1501","1501907","BUJARU",2,35.763968,69.868374,31.646,NA,3.304,1.315,1,0
"Federação","Brasil","15","1502","1501956","CACHOEIRA DO PIRIÁ",14,25.722598,68.450742,59.924,NA,2.026,1.184,1,0
"Federação","Brasil","15","1507","1502004","CACHOEIRA DO ARARI",1,0.048255,2.901696,NA,NA,NA,NA,1,0
"Federação","Brasil","15","1501","1502103","CAMETÁ",145,42.4448575,40.751611,68.89,1.15,1.758,2.193,6,3.44827586206897
"Federação","Brasil","15","1503","1502152","CANAÃ DOS CARAJÁS",73,45.274049,85.732353,42.8335,0.3,0.914,0.72,4,17.8082191780822
"Federação","Brasil","15","1502","1502202","CAPANEMA",884,2.73425,0.993375,71.0765,0,0.123,1.7075,6,0.791855203619909
"Federação","Brasil","15","1502","1502301","CAPITÃO POÇO",18,44.1534535,35.4479645,19.432,1.25,1.0465,1.269,2,38.8888888888889
"Federação","Brasil","15","1502","1502400","CASTANHAL",312,80.4333335,67.2036885,56.1445,0,0.882,0.706,10,22.7564102564103
"Federação","Brasil","15","1504","1502707","CONCEIÇÃO DO ARAGUAIA",109,39.833313,92.070711,36.7895,0,0.632,0.5135,3,0
"Federação","Brasil","15","1501","1502756","CONCÓRDIA DO PARÁ",8,63.895673,75.254548,31.373,0.9,1.6495,1.185,2,0
"Federação","Brasil","15","1503","1502772","CURIONÓPOLIS",19,19.975539,28.198987,44.449,0,1.948,1.124,2,36.8421052631579
"Federação","Brasil","15","1507","1502806","CURRALINHO",20,2.193916,2.63338,75.898,0.35,3.689,3.078,2,0
"Federação","Brasil","15","1505","1502855","CURUÁ",15,18.444288,9.687126,98.608,0,5.564,1.314,4,6.66666666666667
"Federação","Brasil","15","1502","1502905","CURUÇÁ",1,15.623374,35.574024,35.999,NA,2.976,26.27,1,0
"Federação","Brasil","15","1502","1502939","DOM ELISEU",40,39.7853475,87.9503735,49.7415,0,0.54,0.5315,4,15
"Federação","Brasil","15","1503","1502954","ELDORADO DO CARAJÁS",16,76.5058845,77.4266225,55.7495,0.1,0.806,0.5645,2,0
"Federação","Brasil","15","1505","1503002","FARO",8,42.3572325,83.207552,56.811,0,1.77,0.754,1,25
"Federação","Brasil","15","1504","1503044","FLORESTA DO ARAGUAIA",8,22.188728,161.414543,54.374,NA,1.275,0.564,1,0
"Federação","Brasil","15","1502","1503077","GARRAFÃO DO NORTE",4,352.7988205,434.180298,46.9445,0,0.2835,0.233,1,25
"Federação","Brasil","15","1503","1503093","GOIANÉSIA DO PARÁ",38,30.810773,69.448475,72.136,2,4.193,2.371,3,7.89473684210526
"Federação","Brasil","15","1507","1503101","GURUPÁ",15,3.223069,16.804666,71.668,9,3.899,0.778,3,13.3333333333333
"Federação","Brasil","15","1502","1503200","IGARAPÉ-AÇU",20,39.111245,49.3669215,72.224,0,1.926,1.3735,2,0
"Federação","Brasil","15","1501","1503309","IGARAPÉ-MIRI",3,265.4503315,240.327642,57.6125,0,0.3285,0.23,2,0
"Federação","Brasil","15","1502","1503408","INHANGAPI",1,8.971846,31.959812,74.098,NA,3.739,1.37,1,0
"Federação","Brasil","15","1502","1503457","IPIXUNA DO PARÁ",37,221.0752025,247.58243,9.4345,0,0.364,0.788,2,0
"Federação","Brasil","15","1502","1503507","IRITUIA",7,156.742386,216.369492,4.666,0,0.358,0.173,2,14.2857142857143
"Federação","Brasil","15","1505","1503606","ITAITUBA",103,29.3055,71.417817,66.916,0.2,1.7365,1.599,9,7.76699029126214
"Federação","Brasil","15","1503","1503705","ITUPIRANGA",20,6.3688305,3.730811,82.6875,1.5,5.2765,3.8935,4,0
"Federação","Brasil","15","1505","1503754","JACAREACANGA",3,3.716593,5.8299715,89.149,16.5,3.85,1.305,1,0
"Federação","Brasil","15","1503","1503804","JACUNDÁ",49,21.331875,53.8061395,51.547,1.2,1.4015,1.0785,3,4.08163265306122
"Federação","Brasil","15","1505","1503903","JURUTI",24,1.021509,2.42944,998.5765,0.5,3.261,9.6715,3,4.16666666666667
"Federação","Brasil","15","1501","1504000","LIMOEIRO DO AJURU",2,2.559844,24.996582,174.349,NA,16.827,3.666,1,0
"Federação","Brasil","15","1502","1504059","MÃE DO RIO",6,32.179394,31.002369,75.758,0,0.972,9.855,3,66.6666666666667
"Federação","Brasil","15","1502","1504109","MAGALHÃES BARATA",3,0.013973,0.602368,854.366,0,2.198,29.486,2,0
"Federação","Brasil","15","1503","1504208","MARABÁ",358,118.3854775,76.9376435,39.4335,0,0.178,0.3645,9,6.42458100558659
"Federação","Brasil","15","1502","1504307","MARACANÃ",54,18.387471,57.6927175,17.4935,5,1.786,0.3585,4,0
"Federação","Brasil","15","1502","1504406","MARAPANIM",8,34.722561,48.976551,81.099,0.5,2.591,0.45,2,37.5
"Federação","Brasil","15","1501","1504422","MARITUBA",89,42.5821975,65.856632,61.8405,1.1,1.1345,1.803,8,15.7303370786517
"Federação","Brasil","15","1506","1504455","MEDICILÂNDIA",5,91.187141,111.462944,53.997,0,0.94,0.979,1,0
"Federação","Brasil","15","1507","1504505","MELGAÇO",1,0.152,2.525,794.397,0,23.56,24.729,1,0
"Federação","Brasil","15","1501","1504604","MOCAJUBA",5,93.985256,145.362376,242.845,0.9,3.562,7.7065,2,20
"Federação","Brasil","15","1501","1504703","MOJU",24,19.36743,116.320053,68.697,0.5,1.056,1.084,5,20.8333333333333
"Federação","Brasil","15","1505","1504802","MONTE ALEGRE",38,4.89407,27.700712,87.084,8.5,3.308,1.183,4,2.63157894736842
"Federação","Brasil","15","1507","1504901","MUANÁ",15,0.700428,2.2192,746.01,1.5,2.098,10.954,1,0
"Federação","Brasil","15","1502","1504950","NOVA ESPERANÇA DO PIRIÁ",1,155.465927,147.505997,7.985,NA,0.356,0.428,1,0
"Federação","Brasil","15","1503","1504976","NOVA IPIXUNA",2,5.2646465,2.4528,668.5695,0,0.5195,10.189,1,0
"Federação","Brasil","15","1502","1505007","NOVA TIMBOTEUA",5,121.373043,113.8247435,29.0165,0,1.7095,0.3685,1,20
"Federação","Brasil","15","1505","1505031","NOVO PROGRESSO",69,24.589911,15.1013185,55.567,0.5,1.256,0.854,5,7.2463768115942
"Federação","Brasil","15","1503","1505064","NOVO REPARTIMENTO",11,102.0263585,98.563843,47.664,0,0.74,0.513,3,27.2727272727273
"Federação","Brasil","15","1505","1505106","ÓBIDOS",39,28.528834,45.845955,140.052,1.5,1.684,4.62,4,30.7692307692308
"Federação","Brasil","15","1501","1505205","OEIRAS DO PARÁ",7,7.516585,20.336196,80.2555,4,3.0945,0.8795,1,0
"Federação","Brasil","15","1505","1505304","ORIXIMINÁ",44,14.547586,22.778379,62.523,1.5,2.691,2.596,5,34.0909090909091
"Federação","Brasil","15","1502","1505403","OURÉM",6,9.657687,4.407705,26.193,0,0.42,1.167,1,33.3333333333333
"Federação","Brasil","15","1504","1505437","OURILÂNDIA DO NORTE",14,60.526012,73.560654,68.7595,0,0.864,0.736,2,14.2857142857143
"Federação","Brasil","15","1503","1505486","PACAJÁ",11,25.6255395,20.9579795,47.232,0,2.202,0.828,2,36.3636363636364
"Federação","Brasil","15","1502","1505502","PARAGOMINAS",194,85.219473,101.561053,47.8135,0,0.317,0.316,7,22.1649484536082
"Federação","Brasil","15","1503","1505536","PARAUAPEBAS",317,30.9746975,60.090609,51.431,0.5,1.64,1.417,14,22.397476340694
"Federação","Brasil","15","1504","1505551","PAU D'ARCO",14,66.7023905,85.7917835,39.29,4,0.784,0.346,1,0
"Federação","Brasil","15","1503","1505635","PIÇARRA",1,0.548078,1.82784,72.776,12,2.815,3.577,1,0
"Federação","Brasil","15","1505","1505650","PLACAS",6,9.779885,38.015999,71.133,0,7.002,9.104,1,0
"Federação","Brasil","15","1507","1505700","PONTA DE PEDRAS",6,14.8829175,13.4891835,113.023,25,2.526,16.916,1,0
"Federação","Brasil","15","1507","1505809","PORTEL",12,0.6287265,2.379,304.099,4.7,6.218,10.13,2,41.6666666666667
"Federação","Brasil","15","1506","1505908","PORTO DE MOZ",13,13.76643,21.90743,95.499,1.15,2.045,1.631,1,7.69230769230769
"Federação","Brasil","15","1505","1506005","PRAINHA",1,9.388628,3.682985,86.499,NA,2.716,1.858,1,0
"Federação","Brasil","15","1502","1506104","PRIMAVERA",1,51.544128,68.678894,60.099,NA,0.595,1.2,1,0
"Federação","Brasil","15","1504","1506138","REDENÇÃO",46,27.792422,48.516681,63.1705,2,1.4315,3.3065,4,19.5652173913043
"Federação","Brasil","15","1504","1506161","RIO MARIA",9,8.634439,26.523777,79.343,2,1.073,1.545,1,22.2222222222222
"Federação","Brasil","15","1503","1506187","RONDON DO PARÁ",33,71.8781235,78.065751,47.932,0,0.8855,0.3695,4,18.1818181818182
"Federação","Brasil","15","1505","1506195","RURÓPOLIS",96,70.052016,168.211403,54.654,3,0.506,0.375,4,44.7916666666667
"Federação","Brasil","15","1502","1506203","SALINÓPOLIS",60,112.492792,116.412537,20.695,0.75,0.621,0.734,4,20
"Federação","Brasil","15","1507","1506302","SALVATERRA",20,14.161109,34.636648,156.89,4.5,5.238,6.876,2,20
"Federação","Brasil","15","1501","1506351","SANTA BÁRBARA DO PARÁ",41,204.395126,114.483727,24.548,0,0.162,0.694,3,31.7073170731707
"Federação","Brasil","15","1501","1506500","SANTA IZABEL DO PARÁ",116,67.126602,40.542108,73.5915,0,0.465,1.0345,9,15.5172413793103
"Federação","Brasil","15","1502","1506559","SANTA LUZIA DO PARÁ",7,3.2143525,6.189074,137.9775,10.75,5.549,8.941,2,0
"Federação","Brasil","15","1504","1506583","SANTA MARIA DAS BARREIRAS",7,11.961279,47.068891,93.053,1.75,4.193,9.154,1,14.2857142857143
"Federação","Brasil","15","1502","1506609","SANTA MARIA DO PARÁ",24,20.747269,26.720776,69.999,0.5,2.729,2.351,2,25
"Federação","Brasil","15","1504","1506708","SANTANA DO ARAGUAIA",4,40.0838115,41.843364,99.6665,2.5,0.4585,0.619,1,25
"Federação","Brasil","15","1505","1506807","SANTARÉM",438,52.6313,52.206042,46.962,0.7,0.768,1.041,14,15.5251141552511
"Federação","Brasil","15","1502","1506906","SANTARÉM NOVO",2,23.882228,7.574541,6.448,NA,0.414,0.626,1,0
"Federação","Brasil","15","1501","1507003","SANTO ANTÔNIO DO TAUÁ",35,35.893964,49.201118,30.792,0,1.534,1.12,2,25.7142857142857
"Federação","Brasil","15","1501","1507102","SÃO CAETANO DE ODIVELAS",5,25.097903,47.323393,43.094,0,3.263,14.455,1,0
"Federação","Brasil","15","1503","1507151","SÃO DOMINGOS DO ARAGUAIA",20,72.601997,63.608482,44.666,0,1.908,0.964,3,10
"Federação","Brasil","15","1502","1507201","SÃO DOMINGOS DO CAPIM",3,2.405807,0.2628,988.9765,3.15,12.002,18.245,2,0
