"Nível territorial","Seleção atual","codigo_ibge","regint_id","city_id","city","nro_medicoes","tcp_down_median_mbps","tcp_up_median_mbps","rtt_median_ms","rtt_lost_package_pct","jitter_download_ms","jitter_upload_ms","nro_asns","medicoes_ipv6_porc"
"Federação","Brasil","35","3506","3518909","GUZOLÂNDIA",11,33.769335,18.022085,32.622,0,3.503,1.627,1,0
"Federação","Brasil","35","3504","3519006","HERCULÂNDIA",5,257.508148,182.798668,17.924,NA,1.7155,1.2665,1,0
"Federação","Brasil","35","3510","3519055","HOLAMBRA",27,51.273476,56.463245,17.794,0,2.132,1.755,5,0
"Federação","Brasil","35","3510","3519071","HORTOLÂNDIA",224,122.1037985,104.9232085,9.615,0,0.6085,1.1385,10,20.5357142857143
"Federação","Brasil","35","3503","3519105","IACANGA",28,114.908986,144.71389,18.199,0.75,0.284,0.416,3,14.2857142857143
"Federação","Brasil","35","3504","3519204","IACRI",1,20.894117,27.119505,16.798,NA,1.641,1.366,1,0
"Federação","Brasil","35","3509","3519303","IBATÉ",47,87.582184,103.0378685,12.9405,0.5,0.4145,0.2195,2,40.4255319148936
"Federação","Brasil","35","3507","3519402","IBIRÁ",6,181.518555,157.302917,14.899,0,0.776,1.056,1,33.3333333333333
"Federação","Brasil","35","3504","3519501","IBIRAREMA",2,86.0115,22.328459,17,NA,1.821,0.592,2,0
"Federação","Brasil","35","3509","3519600","IBITINGA",52,68.279114,61.711346,17.594,0.25,0.82,0.789,5,21.1538461538462
"Federação","Brasil","35","3502","3519709","IBIÚNA",121,64.987396,80.012913,10.867,0,0.949,1.3225,8,28.099173553719
"Federação","Brasil","35","3507","3519808","ICÉM",311,94.601502,94.131584,12.356,0,0.044,0.037,2,0.964630225080386
"Federação","Brasil","35","3505","3519907","IEPÊ",12,11.1015,3.753,34.853,0,1.978,3.482,2,0
"Federação","Brasil","35","3503","3520004","IGARAÇU DO TIETÊ",22,124.827226,158.997677,17.416,0,1.614,1.222,2,13.6363636363636
"Federação","Brasil","35","3508","3520103","IGARAPAVA",25,37.51186,45.071151,29.498,0,1.536,1.16,2,0
"Federação","Brasil","35","3511","3520202","IGARATÁ",35,64.959502,58.282001,16.948,0,0.976,1.205,4,11.4285714285714
"Federação","Brasil","35","3502","3520301","IGUAPE",84,28.5699195,59.71525,11.36,0,0.919,2.1015,3,26.1904761904762
"Federação","Brasil","35","3511","3520400","ILHABELA",52,120.417618,96.299182,17.421,0.2,0.889,1.207,5,23.0769230769231
"Federação","Brasil","35","3502","3520426","ILHA COMPRIDA",35,97.273666,145.857601,11.896,0,0.371,1.604,3,25.7142857142857
"Federação","Brasil","35","3506","3520442","ILHA SOLTEIRA",17,46.239321,47.587839,17.85,0,0.798,0.828,2,0
"Federação","Brasil","35","3510","3520509","INDAIATUBA",7,49.537786,18.54403,14.356,0,2.418,2.45,3,0
"Federação","Brasil","35","3505","3520608","INDIANA",1,40.049011,22.141376,52.136,0,0.666,0.76,1,100
"Federação","Brasil","35","3507","3520707","INDIAPORÃ",9,35.421001,114.954437,15.724,3.6,0.127,1.146,1,0
"Federação","Brasil","35","3505","3520806","INÚBIA PAULISTA",3,8.298195,190.3488955,50.898,7.5,2.738,8.01,1,0
"Federação","Brasil","35","3504","3520905","IPAUSSU",41,137.592696,95.012764,20.74,0,0.425,0.782,4,12.1951219512195
"Federação","Brasil","35","3502","3521002","IPERÓ",24,107.6309185,113.7245445,10.592,0,0.4795,0.553,3,25
"Federação","Brasil","35","3510","3521101","IPEÚNA",6,230.8858105,141.649401,10.643,0,0.377,0.643,4,16.6666666666667
"Federação","Brasil","35","3507","3521150","IPIGUÁ",4,19.545124,22.108801,17.048,1.5,0.911,2.105,3,50
"Federação","Brasil","35","3502","3521200","IPORANGA",7,7.478991,4.851352,174.404,0.2,0.727,20.127,2,71.4285714285714
"Federação","Brasil","35","3508","3521309","IPUÃ",8,15.102613,22.691906,34.241,0,2.253,2.577,2,0
"Federação","Brasil","35","3510","3521408","IRACEMÁPOLIS",14,82.523369,87.796211,6.798,0,0.554,0.412,3,7.14285714285714
"Federação","Brasil","35","3507","3521507","IRAPUÃ",3,50.407455,67.883018,22.383,0,2.749,2.477,1,33.3333333333333
"Federação","Brasil","35","3505","3521606","IRAPURU",15,1.163924,13.628918,81.044,14.5,11.992,6.112,1,33.3333333333333
"Federação","Brasil","35","3502","3521705","ITABERÁ",9,108.757592,143.6847845,13.07,0,0.975,0.979,3,0
"Federação","Brasil","35","3502","3521804","ITAÍ",15,23.542976,48.733635,17.99,0,0.617,1.019,3,0
"Federação","Brasil","35","3507","3521903","ITAJOBI",11,32.362126,46.444382,19.393,0,1.842,1.79,2,18.1818181818182
"Federação","Brasil","35","3501","3522109","ITANHAÉM",250,116.4504595,149.0916125,11.052,0,0.7205,0.793,10,20.8
"Federação","Brasil","35","3502","3522158","ITAOCA",4,0.771323,NA,351.242,41,5.094,19.237,1,0
"Federação","Brasil","35","3501","3522208","ITAPECERICA DA SERRA",422,58.995218,75.578541,23.698,0,1.012,1.27,22,26.303317535545
"Federação","Brasil","35","3502","3522307","ITAPETININGA",401,162.8992195,81.027351,19.9125,0,0.9735,1.05,9,34.9127182044888
"Federação","Brasil","35","3502","3522406","ITAPEVA",90,79.15504,86.5398915,14.9445,0,1.018,1.3295,10,28.8888888888889
"Federação","Brasil","35","3501","3522505","ITAPEVI",415,51.18501,54.44676,14.875,0.2,1.168,2.143,25,20
"Federação","Brasil","35","3510","3522604","ITAPIRA",151,94.2345085,85.6808515,11.661,0,1.357,1.284,8,7.94701986754967
"Federação","Brasil","35","3502","3522653","ITAPIRAPUÃ PAULISTA",3,27.350115,34.162554,49.1465,0,2.4775,14.593,1,0
"Federação","Brasil","35","3509","3522703","ITÁPOLIS",80,121.0400755,132.691419,18.246,0,1.0795,1.3615,3,17.5
"Federação","Brasil","35","3502","3522802","ITAPORANGA",7,153.712585,23.153511,15.745,1,1.19,0.832,1,14.2857142857143
"Federação","Brasil","35","3503","3522901","ITAPUÍ",4,164.9247855,189.428314,15.974,NA,2.0135,2.026,1,50
"Federação","Brasil","35","3506","3523008","ITAPURA",6,13.860643,26.792414,102.446,1,2.292,28.314,1,0
"Federação","Brasil","35","3501","3523107","ITAQUAQUECETUBA",389,75.4785145,82.509653,10.6665,0,1.3455,1.6395,28,11.3110539845758
"Federação","Brasil","35","3502","3523206","ITARARÉ",62,85.5476415,102.739812,15.402,0,1.0335,1.104,6,6.45161290322581
"Federação","Brasil","35","3501","3523305","ITARIRI",27,95.8640905,87.655342,9.621,0.25,0.7555,0.814,2,22.2222222222222
"Federação","Brasil","35","3510","3523404","ITATIBA",350,121.056529,67.65905,9.4125,0,0.483,0.809,10,15.7142857142857
"Federação","Brasil","35","3503","3523503","ITATINGA",40,16.105003,19.360437,27.48,0,1.631,7.9775,5,5
"Federação","Brasil","35","3509","3523602","ITIRAPINA",10,76.743877,100.8188495,17.923,0,1.702,0.8595,2,10
"Federação","Brasil","35","3508","3523701","ITIRAPUÃ",19,103.333159,60.7963375,16.54,0,1.2905,1.0445,2,42.1052631578947
"Federação","Brasil","35","3510","3523800","ITOBI",3,413.283875,252.225136,12.098,NA,0.196,0.228,2,0
"Federação","Brasil","35","3502","3523909","ITU",67,103.9194185,63.381743,20.4005,0,1.0525,1.893,12,28.3582089552239
"Federação","Brasil","35","3510","3524006","ITUPEVA",249,101.778362,82.9646865,11.992,0,0.6295,0.7005,9,19.6787148594378
"Federação","Brasil","35","3508","3524105","ITUVERAVA",33,60.766998,30.251,26.842,0,0.482,0.46,2,18.1818181818182
"Federação","Brasil","35","3508","3524204","JABORANDI",12,107.174324,72.6666375,45.3045,4.5,7.8115,3.7415,1,33.3333333333333
"Federação","Brasil","35","3508","3524303","JABOTICABAL",74,69.149916,90.736619,18.2795,0,1.4135,1.013,6,24.3243243243243
"Federação","Brasil","35","3511","3524402","JACAREÍ",759,196.2036385,89.4933935,11.1685,0,1.0805,0.5935,16,31.2252964426877
"Federação","Brasil","35","3507","3524501","JACI",7,27.2894525,37.3764495,22.582,0,1.3285,10.763,1,0
"Federação","Brasil","35","3502","3524600","JACUPIRANGA",14,31.860899,34.494854,13.547,1.2,1.138,1.738,3,35.7142857142857
"Federação","Brasil","35","3510","3524709","JAGUARIÚNA",209,139.715826,154.880654,10.775,0,0.5565,0.4765,9,12.4401913875598
"Federação","Brasil","35","3507","3524808","JALES",70,59.98609,81.9991,19.74,0,1.183,0.8635,6,17.1428571428571
"Federação","Brasil","35","3511","3524907","JAMBEIRO",19,41.1864775,77.6602155,15.092,9.5,1.385,1.5285,4,0
"Federação","Brasil","35","3501","3525003","JANDIRA",290,184.5378595,103.749687,7.455,0,0.8035,0.637,11,26.551724137931
"Federação","Brasil","35","3508","3525102","JARDINÓPOLIS",41,30.2530565,48.8863315,28.164,0,1.824,1.3955,4,4.8780487804878
"Federação","Brasil","35","3510","3525201","JARINU",107,60.999906,65.237017,10.981,0,1.016,0.694,8,15.8878504672897
"Federação","Brasil","35","3503","3525300","JAÚ",654,137.105003,57.800461,16.1515,0,1.1435,1.0795,6,35.9327217125382
"Federação","Brasil","35","3508","3525409","JERIQUARA",4,90.386414,95.495941,13.198,NA,0.134,0.43,1,0
"Federação","Brasil","35","3510","3525508","JOANÓPOLIS",41,89.0386855,92.0320395,8.6245,0,1.1435,0.918,4,0
"Federação","Brasil","35","3505","3525607","JOÃO RAMALHO",34,37.157022,41.053871,29.077,2.5,1.088,3.968,2,11.7647058823529
"Federação","Brasil","35","3507","3525706","JOSÉ BONIFÁCIO",30,57.912674,49.546963,15.994,0,0.846,0.669,4,13.3333333333333
"Federação","Brasil","35","3502","3525854","JUMIRIM",3,12.806684,41.791615,26.74,0,1.455,17.709,1,33.3333333333333
"Federação","Brasil","35","3505","3526001","JUNQUEIRÓPOLIS",23,41.532161,60.015455,17.809,0,0.874,0.792,2,34.7826086956522
"Federação","Brasil","35","3502","3526100","JUQUIÁ",44,221.6262685,345.3600315,64.032,0,0.8355,0.309,2,6.81818181818182
"Federação","Brasil","35","3501","3526209","JUQUITIBA",36,80.8602355,52.97377,15.0925,0,0.591,0.707,3,27.7777777777778
"Federação","Brasil","35","3511","3526308","LAGOINHA",6,13.4081505,29.125607,27.525,3,3.667,1.5245,1,16.6666666666667
"Federação","Brasil","35","3510","3526407","LARANJAL PAULISTA",42,78.093753,96.909175,11.165,0,0.3455,0.7585,4,14.2857142857143
"Federação","Brasil","35","3506","3526506","LAVÍNIA",2,313.389175,173.53405,11.545,NA,0.28,0.516,1,0
"Federação","Brasil","35","3511","3526605","LAVRINHAS",3,65.386436,39.396229,16.999,0,2.762,0.662,2,0
"Federação","Brasil","35","3510","3526704","LEME",629,15.868933,15.069982,8.275,0,0.185,0.8605,7,0.95389507154213
"Federação","Brasil","35","3503","3526803","LENÇÓIS PAULISTA",85,55.9297115,107.1425415,13.1835,0,0.9825,1.2865,5,23.5294117647059
"Federação","Brasil","35","3510","3526902","LIMEIRA",426,60.659172,47.8556535,11.269,0,1.1895,0.833,11,9.85915492957746
"Federação","Brasil","35","3503","3527108","LINS",78,89.201626,86.790836,16.252,0,1.283,2.514,9,15.3846153846154
"Federação","Brasil","35","3511","3527207","LORENA",66,78.2632235,81.7051235,11.443,0.1,1.127,0.6065,4,13.6363636363636
"Federação","Brasil","35","3506","3527256","LOURDES",2,50.018217,140.3669355,41.7945,2,0.4275,0.471,1,0
"Federação","Brasil","35","3510","3527306","LOUVEIRA",216,67.6212675,80.568153,11.989,0,1.145,0.86,7,5.55555555555556
"Federação","Brasil","35","3505","3527405","LUCÉLIA",66,48.42145,52.4838115,23.6235,0,1.8455,2.2575,6,3.03030303030303
"Federação","Brasil","35","3503","3527504","LUCIANÓPOLIS",9,76.230118,144.834122,28.196,0,1.22,18.606,1,33.3333333333333
"Federação","Brasil","35","3508","3527603","LUÍS ANTÔNIO",4,92.956665,35.666,17.45,0,1.343,1.165,1,0
"Federação","Brasil","35","3506","3527702","LUIZIÂNIA",6,26.1302905,24.985421,47.138,5,2.18,2.9405,2,50
"Federação","Brasil","35","3504","3527801","LUPÉRCIO",2,NA,NA,16.941,0.5,2.439,1.12,1,0
"Federação","Brasil","35","3504","3527900","LUTÉCIA",2,95.594353,147.840775,31,NA,1.408,1.176,1,50
"Federação","Brasil","35","3503","3528007","MACATUBA",22,92.635223,127.7396215,13.887,0,0.951,0.342,2,31.8181818181818
"Federação","Brasil","35","3507","3528106","MACAUBAL",2,94.209602,78.793907,2.2975,95.2,0.118,2.7615,1,0
"Federação","Brasil","35","3507","3528205","MACEDÔNIA",12,53.2604175,198.219925,15.297,3,0.3695,1.069,1,50
"Federação","Brasil","35","3502","3528403","MAIRINQUE",262,39.2887565,45.2428975,11.6925,0,1.009,1.3755,7,17.9389312977099
"Federação","Brasil","35","3501","3528502","MAIRIPORÃ",105,81.783047,92.5675415,10.4425,0,1.159,0.6535,8,14.2857142857143
"Federação","Brasil","35","3502","3528601","MANDURI",1,447.680328,88.576263,19.799,NA,0.128,0.258,1,0
"Federação","Brasil","35","3505","3528700","MARABÁ PAULISTA",7,33.7458115,58.664049,30.899,0.5,3.7645,2.4615,2,0
"Federação","Brasil","35","3504","3528809","MARACAÍ",19,43.0667,62.181608,16.993,0,2.165,1.009,2,21.0526315789474
"Federação","Brasil","35","3507","3528858","MARAPOAMA",1,6.089895,2.82287,24.791,4,3.616,3.808,1,0
"Federação","Brasil","35","3505","3528908","MARIÁPOLIS",25,26.70718,71.1003355,34.8995,1,2.336,6.055,2,20
"Federação","Brasil","35","3504","3529005","MARÍLIA",13,70.02091,46.214136,21.592,0,0.114,0.545,1,0
"Federação","Brasil","35","3505","3529203","MARTINÓPOLIS",16,41.547211,53.035198,19.881,0,1.539,3.289,3,6.25
"Federação","Brasil","35","3509","3529302","MATÃO",144,78.4144495,65.851595,15.228,0,1.704,1.458,4,29.1666666666667
"Federação","Brasil","35","3501","3529401","MAUÁ",44,92.091904,82.930072,18.9615,0,1.202,2.4085,4,13.6363636363636
"Federação","Brasil","35","3507","3529500","MENDONÇA",6,142.9720285,92.749487,11.6825,4.85,0.62,1.311,2,0
"Federação","Brasil","35","3507","3529609","MERIDIANO",3,1.12011,NA,56.19,1.5,11.87,0.624,1,33.3333333333333
"Federação","Brasil","35","3507","3529658","MESÓPOLIS",2,91.088539,104.952621,19.899,NA,0.156,0.342,1,0
"Federação","Brasil","35","3508","3529708","MIGUELÓPOLIS",14,37.837191,35.9773445,72.711,4.25,3.1545,2.4345,2,0
"Federação","Brasil","35","3503","3529807","MINEIROS DO TIETÊ",22,78.690002,99.738869,22.792,0,1.342,6.732,2,31.8181818181818
"Federação","Brasil","35","3502","3529906","MIRACATU",10,7.2735,3.8475,47.917,0,4.086,7.246,1,0
"Federação","Brasil","35","3506","3530102","MIRANDÓPOLIS",25,139.980011,108.831368,25.693,0,1.93,1.429,4,20
"Federação","Brasil","35","3505","3530201","MIRANTE DO PARANAPANEMA",29,18.7342215,93.280418,23.991,0,1.22,1.592,3,27.5862068965517
"Federação","Brasil","35","3507","3530300","MIRASSOL",111,60.116152,59.1135665,19.308,0.1,1.417,1.2225,5,22.5225225225225
"Federação","Brasil","35","3510","3530508","MOCOCA",949,97.1222495,81.4672505,10.4345,0,0.0525,0.939,6,1.05374077976818
"Federação","Brasil","35","3501","3530607","MOGI DAS CRUZES",19,29.97246,24.207156,31.513,0,2.488,5.36,1,26.3157894736842
"Federação","Brasil","35","3510","3530805","MOGI MIRIM",311,43.041867,53.6232025,15.7485,0,1.42,1.7315,13,17.0418006430868
"Federação","Brasil","35","3501","3531100","MONGAGUÁ",89,57.9868985,70.2947715,14.1555,0,0.836,1.082,5,22.4719101123595
"Federação","Brasil","35","3510","3531209","MONTE ALEGRE DO SUL",14,83.7581425,64.4439945,7.5525,0,0.1965,1.1275,1,28.5714285714286
"Federação","Brasil","35","3508","3531308","MONTE ALTO",49,23.206747,36.897662,13.7025,0,1.25,1.1125,4,8.16326530612245
"Federação","Brasil","35","3507","3531407","MONTE APRAZÍVEL",6,14.366313,16.483097,86.199,0,1.826,1.902,1,0
"Federação","Brasil","35","3508","3531506","MONTE AZUL PAULISTA",13,236.593128,277.1860505,16.47,18.5,1.059,0.84,2,0
"Federação","Brasil","35","3505","3531605","MONTE CASTELO",2,88.710861,100.333603,17.137,0,1.058,0.28,1,50
"Federação","Brasil","35","3511","3531704","MONTEIRO LOBATO",5,17.246,19.52,20.02,0.7,14.323,6.138,2,0
"Federação","Brasil","35","3510","3531803","MONTE MOR",644,278.5029415,113.045345,6.921,0,0.209,0.187,11,5.90062111801242
"Federação","Brasil","35","3508","3531902","MORRO AGUDO",6,308.012451,146.997917,36.967,0,0.247,0.185,1,50
"Federação","Brasil","35","3510","3532009","MORUNGABA",56,155.95868,106.913399,13.589,0,1.067,0.763,3,8.92857142857143
"Federação","Brasil","35","3505","3532157","NANTES",10,86.1635115,68.636668,16.597,0,1.4445,0.762,2,20
"Federação","Brasil","35","3505","3532207","NARANDIBA",2,304.355499,207.308121,13.09,0,0.203,0.699,1,50
"Federação","Brasil","35","3510","3532405","NAZARÉ PAULISTA",33,73.8424905,61.5759555,9.545,0,1.2985,0.858,3,3.03030303030303
"Federação","Brasil","35","3507","3532504","NEVES PAULISTA",10,145.488388,221.594299,17.086,0,1.315,1.214,2,10
"Federação","Brasil","35","3507","3532603","NHANDEARA",6,11.601474,21.474137,79.326,1.5,14.0105,11.4395,2,16.6666666666667
"Federação","Brasil","35","3507","3532702","NIPOÃ",1,6.86726,193.614258,65.098,NA,5.566,6.453,1,0
"Federação","Brasil","35","3507","3532801","NOVA ALIANÇA",2,8.100698,10.77253,41.595,2,10.587,7.007,1,0
"Federação","Brasil","35","3502","3532827","NOVA CAMPINA",7,646.544708,582.784439,10.493,0,0.1,0.104,1,0
"Federação","Brasil","35","3507","3532843","NOVA CANAÃ PAULISTA",2,36.848527,31.303686,65.993,0,2.492,1.305,1,0
"Federação","Brasil","35","3509","3532900","NOVA EUROPA",187,13.595266,32.6376315,11.994,0,0.18,0.5795,2,59.3582887700535
"Federação","Brasil","35","3507","3533007","NOVA GRANADA",11,75.833376,57.6937235,16.686,0,1.396,0.639,1,27.2727272727273
"Federação","Brasil","35","3506","3533205","NOVA INDEPENDÊNCIA",1,28.344927,48.175995,42.697,0,1.334,24.74,1,0
"Federação","Brasil","35","3507","3533254","NOVAIS",10,142.2224835,305.115009,17.4505,0.8,1.705,0.465,1,30
"Federação","Brasil","35","3510","3533403","NOVA ODESSA",220,302.37611,129.37503,9.188,0,0.251,0.456,8,33.6363636363636
"Federação","Brasil","35","3507","3533502","NOVO HORIZONTE",18,56.4740765,35.7418385,27.111,0.35,3.47,5.3145,3,5.55555555555556
"Federação","Brasil","35","3508","3533601","NUPORANGA",3,43.103943,65.959808,22.391,0,2.423,2.624,1,0
"Federação","Brasil","35","3502","3533809","ÓLEO",2,93.604118,100.890762,9.441,0,0.196,0.179,1,50
"Federação","Brasil","35","3508","3533908","OLÍMPIA",112,122.2290495,113.1356085,16.153,0.25,0.478,0.647,5,21.4285714285714
"Federação","Brasil","35","3504","3534104","ORIENTE",17,25.021671,20.966205,14.779,25.65,1.89,4.37,2,5.88235294117647
"Federação","Brasil","35","3507","3534203","ORINDIÚVA",3,12.195387,32.922984,22.6565,0,6.668,1.7645,1,66.6666666666667
"Federação","Brasil","35","3508","3534302","ORLÂNDIA",113,65.656239,46.287306,25.0685,0,1.548,1.2875,4,8.84955752212389
"Federação","Brasil","35","3504","3534500","OSCAR BRESSANE",2,23.887756,30.2274,30.397,0,4.948,1.975,1,50
"Federação","Brasil","35","3505","3534609","OSVALDO CRUZ",42,77.5920065,65.710499,16.382,0,0.999,2.0175,7,16.6666666666667
"Federação","Brasil","35","3507","3534757","OUROESTE",6,70.269498,102.825951,23.2165,0.2,2.823,1.751,1,16.6666666666667
"Federação","Brasil","35","3505","3534807","OURO VERDE",3,73.5457665,89.7796495,24.9185,0,2.323,2.321,1,0
"Federação","Brasil","35","3505","3534906","PACAEMBU",2,43.657245,41.684591,216.748,NA,1.757,5.876,1,0
"Federação","Brasil","35","3507","3535002","PALESTINA",10,58.2165495,125.0992025,17.5895,10,1.83,1.253,2,30
"Federação","Brasil","35","3507","3535101","PALMARES PAULISTA",3,143.842026,58.291573,20.752,40.5,0.575,0.262,1,33.3333333333333
"Federação","Brasil","35","3507","3535200","PALMEIRA D'OESTE",50,36.360001,79.002176,16.962,0,0.606,0.24,2,0
"Federação","Brasil","35","3504","3535309","PALMITAL",37,86.6879065,102.2320445,20.1515,0,0.771,0.959,4,27.027027027027
"Federação","Brasil","35","3505","3535408","PANORAMA",6,82.981176,52.608564,39.226,0,2.232,10.7755,2,16.6666666666667
"Federação","Brasil","35","3504","3535507","PARAGUAÇU PAULISTA",199,102.1204905,69.9839305,17.868,0,1.002,0.9,6,18.5929648241206
"Federação","Brasil","35","3511","3535606","PARAIBUNA",5,35.968865,120.900361,9.5635,2.7,0.48,0.265,1,0
"Federação","Brasil","35","3507","3535705","PARAÍSO",2,206.570898,46.380081,28.343,0,1.8925,8.152,1,0
"Federação","Brasil","35","3502","3535804","PARANAPANEMA",12,88.1336535,96.9665075,23.107,0,1.1555,3.822,2,33.3333333333333
"Federação","Brasil","35","3504","3536000","PARAPUÃ",11,59.809139,101.546939,30.642,1,1.14,1.51,3,0
"Federação","Brasil","35","3503","3536109","PARDINHO",32,93.6314775,52.230789,10.0335,0,0.7345,0.831,1,25
"Federação","Brasil","35","3502","3536208","PARIQUERA-AÇU",7,8.135176,6.694171,29.422,4.5,2.734,5.444,1,28.5714285714286
"Federação","Brasil","35","3508","3536307","PATROCÍNIO PAULISTA",8,110.730692,76.138804,21.642,0,1.956,2.444,2,50
"Federação","Brasil","35","3505","3536406","PAULICÉIA",1,11.70468,11.853036,26.086,0,2.692,1.678,1,0
"Federação","Brasil","35","3507","3536604","PAULO DE FARIA",15,20.647661,35.179695,50.299,NA,3.514,2.203,1,20
"Federação","Brasil","35","3503","3536703","PEDERNEIRAS",52,131.678694,83.8318225,13.0965,0,1.029,0.921,3,30.7692307692308
"Federação","Brasil","35","3510","3536802","PEDRA BELA",12,159.533285,88.4884885,14.293,0.5,2.725,1.571,2,0
"Federação","Brasil","35","3507","3536901","PEDRANÓPOLIS",1,8.127491,2.342212,43.29,2,2.608,9.218,1,0
"Federação","Brasil","35","3508","3537008","PEDREGULHO",41,9.6584915,11.1455015,59.7675,0.15,2.153,9.3595,4,0
"Federação","Brasil","35","3510","3537107","PEDREIRA",186,59.486973,40.402317,13.911,0,1.4945,1.023,6,22.5806451612903
"Federação","Brasil","35","3504","3537156","PEDRINHAS PAULISTA",2,42.313364,70.982361,28.998,NA,10.552,1.269,1,0
"Federação","Brasil","35","3501","3537206","PEDRO DE TOLEDO",2,29.7135995,38.5391985,6.6385,0.25,0.1125,0.428,1,100
"Federação","Brasil","35","3506","3537305","PENÁPOLIS",334,64.7082905,69.3425075,17.409,0,1.072,1.498,10,12.5748502994012
"Federação","Brasil","35","3506","3537404","PEREIRA BARRETO",137,93.844492,94.050916,17.993,0,0.725,0.478,3,2.91970802919708
"Federação","Brasil","35","3502","3537503","PEREIRAS",10,141.961166,179.506464,8.5115,8.75,0.7995,0.6275,1,10
"Federação","Brasil","35","3501","3537602","PERUÍBE",240,78.1457575,76.7790125,16.8015,0,1.3145,1.033,8,29.5833333333333
"Federação","Brasil","35","3502","3537800","PIEDADE",97,30.5445365,53.486463,10.5935,0,1.554,0.6035,6,10.3092783505155
"Federação","Brasil","35","3502","3537909","PILAR DO SUL",378,48.447736,50.349123,13.218,0.65,1.593,1.579,5,33.8624338624339
"Federação","Brasil","35","3511","3538006","PINDAMONHANGABA",332,656.824326,79.3749925,17.9895,0,0.3105,1.0095,12,27.1084337349398
"Federação","Brasil","35","3507","3538105","PINDORAMA",8,17.1241095,32.972188,28.361,3,2.83,5.5945,3,0
"Federação","Brasil","35","3510","3538204","PINHALZINHO",33,48.0337025,37.5928385,10.005,0,1.208,1.4415,7,9.09090909090909
"Federação","Brasil","35","3505","3538303","PIQUEROBI",18,37.210524,62.625574,25.466,0,1.111,1.666,1,33.3333333333333
"Federação","Brasil","35","3511","3538501","PIQUETE",2,153.9223785,171.716957,14.1485,NA,1.771,1.7505,1,0
"Federação","Brasil","35","3510","3538709","PIRACICABA",1605,89.172354,89.3232145,13.8025,0,0.5205,0.8875,21,25.1090342679128
"Federação","Brasil","35","3504","3538808","PIRAJU",131,102.337265,100.515421,14.017,0,0.226,0.494,4,17.5572519083969
"Federação","Brasil","35","3503","3538907","PIRAJUÍ",40,85.3898875,161.0049435,23.728,1.75,0.5715,0.871,5,40
"Federação","Brasil","35","3507","3539004","PIRANGI",10,186.706757,257.057648,14.85,0,0.48,0.627,2,0
"Federação","Brasil","35","3501","3539103","PIRAPORA DO BOM JESUS",20,91.6180685,79.3388045,4.8165,0,0.583,0.4715,2,0
"Federação","Brasil","35","3505","3539202","PIRAPOZINHO",28,70.750267,101.648857,18.287,0,0.985,0.615,4,7.14285714285714
"Federação","Brasil","35","3509","3539301","PIRASSUNUNGA",271,103.708414,117.5515135,13.9075,0,0.779,0.9315,9,18.450184501845
"Federação","Brasil","35","3503","3539400","PIRATININGA",83,142.176766,158.722404,13.394,0,0.7985,1.218,4,20.4819277108434
"Federação","Brasil","35","3508","3539509","PITANGUEIRAS",45,101.0090355,116.722945,18.575,0,1.372,3.133,4,22.2222222222222
"Federação","Brasil","35","3501","3539806","POÁ",412,144.515349,76.2858895,9.182,0,0.566,0.6895,10,21.3592233009709
"Federação","Brasil","35","3507","3539905","POLONI",1,NA,NA,16.863,0,2.744,1.255,1,0
"Federação","Brasil","35","3504","3540002","POMPÉIA",10,77.0069345,68.425163,16.174,NA,0.501,1.588,2,0
"Federação","Brasil","35","3508","3540200","PONTAL",23,28.6640485,58.2161405,73.656,9.5,0.9955,0.9875,2,26.0869565217391
"Federação","Brasil","35","3502","3540507","PORANGABA",6,13.3192755,44.5157255,35.8945,0.25,3.6615,5.4825,2,16.6666666666667
"Federação","Brasil","35","3502","3540606","PORTO FELIZ",74,62.4294255,66.588165,13.239,0,1.297,1.5675,7,21.6216216216216
"Federação","Brasil","35","3509","3540705","PORTO FERREIRA",335,95.074999,70.342028,15.72,0,0.3595,0.687,10,11.044776119403
"Federação","Brasil","35","3511","3540754","POTIM",12,92.025465,103.571752,28.7645,0.5,0.983,0.972,1,16.6666666666667
"Federação","Brasil","35","3507","3540804","POTIRENDABA",7,43.654457,42.30928,22.81,0.6,1.836,1.385,2,57.1428571428571
"Federação","Brasil","35","3508","3540903","PRADÓPOLIS",28,52.2710635,57.398577,22.111,0.75,0.581,1.1665,5,3.57142857142857
"Federação","Brasil","35","3501","3541000","PRAIA GRANDE",520,103.912576,76.266487,15.704,0,1.142,0.913,18,29.6153846153846
"Federação","Brasil","35","3503","3541059","PRATÂNIA",2,NA,NA,NA,NA,NA,NA,1,0
"Federação","Brasil","35","3503","3541109","PRESIDENTE ALVES",3,86.769592,107.446899,16.767,2.5,1.062,1.124,1,33.3333333333333
"Federação","Brasil","35","3505","3541208","PRESIDENTE BERNARDES",99,379.508334,359.896332,15.653,0,0.115,0.095,2,31.3131313131313
"Federação","Brasil","35","3505","3541307","PRESIDENTE EPITÁCIO",31,56.8254625,53.62284,17.947,0,0.7195,0.7155,3,9.67741935483871
"Federação","Brasil","35","3505","3541406","PRESIDENTE PRUDENTE",460,68.451341,63.291727,24.0245,0,0.9635,1.4865,15,21.7391304347826
"Federação","Brasil","35","3505","3541505","PRESIDENTE VENCESLAU",95,46.9103315,35.6491865,32.432,0,0.9785,1.115,4,17.8947368421053
