episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-127.5,101,101,2023-06-13 10:50:49.423057,10:50
2,-100,-128.33333333333334,164,63,2023-06-13 10:50:50.608879,10:50
3,-100,-159.25,283,220,2023-06-13 10:50:52.763557,10:50
4,-100,-153.0,400,180,2023-06-13 10:50:54.889538,10:50
5,-100,-162.5,516,336,2023-06-13 10:50:57.048040,10:50
6,-100,-165.57142857142858,593,257,2023-06-13 10:50:58.488855,10:50
7,-100,-156.625,659,402,2023-06-13 10:50:59.804268,10:50
8,-100,-149.22222222222223,722,320,2023-06-13 10:51:01.007025,10:51
9,-100,-142.0,785,465,2023-06-13 10:51:02.178308,10:51
10,-100,-148.0909090909091,881,416,2023-06-13 10:51:03.997983,10:51
11,-100,-159.75,971,555,2023-06-13 10:51:05.632777,10:51
12,-100,-152.23076923076923,1087,532,2023-06-13 10:51:08.227863,10:51
13,-100,-149.64285714285714,1184,652,2023-06-13 10:51:10.181743,10:51
14,-100,-148.0,1314,662,2023-06-13 10:51:12.746374,10:51
15,-100,-145.9375,1382,720,2023-06-13 10:51:14.110607,10:51
16,-100,-152.2941176470588,1465,745,2023-06-13 10:51:15.739077,10:51
17,-100,-151.77777777777777,1577,832,2023-06-13 10:51:17.511287,10:51
18,-100,-156.73684210526315,1670,838,2023-06-13 10:51:19.004212,10:51
19,-100,-159.35,1791,953,2023-06-13 10:51:20.833470,10:51
20,-100,-163.95238095238096,1903,950,2023-06-13 10:51:22.717580,10:51
21,-100,-160.04545454545453,2029,1079,2023-06-13 10:51:24.700882,10:51
22,-100,-158.2608695652174,2101,1022,2023-06-13 10:51:25.852399,10:51
23,-100,-160.875,2229,1207,2023-06-13 10:51:27.813532,10:51
24,-100,-159.8,2317,1110,2023-06-13 10:51:29.272189,10:51
25,-100,-166.03846153846155,2396,1286,2023-06-13 10:51:30.532270,10:51
26,-100,-163.85185185185185,2481,1195,2023-06-13 10:51:31.958031,10:51
