episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-40.24129598132797,81,81,2023-05-14 18:30:44.419373,18:30
2,-100,-168.58708758417058,204,123,2023-05-14 18:30:44.605013,18:30
3,-100,-224.3959282046922,303,180,2023-05-14 18:30:44.772273,18:30
4,-100,-235.83080491284863,397,217,2023-05-14 18:30:44.918887,18:30
5,-100,-221.37403198154402,467,250,2023-05-14 18:30:45.020559,18:30
6,-100,-230.1006004423451,562,312,2023-05-14 18:30:45.151639,18:30
7,-100,-216.62262698128268,629,317,2023-05-14 18:30:45.248204,18:30
8,-100,-217.753330837539,754,437,2023-05-14 18:30:45.386356,18:30
9,-100,-220.3682063834629,861,424,2023-05-14 18:30:45.494625,18:30
10,-100,-213.4597826720815,929,505,2023-05-14 18:30:45.566496,18:30
11,-100,-205.29914653082835,997,492,2023-05-14 18:30:45.627654,18:30
12,-100,-198.4058680322513,1096,604,2023-05-14 18:30:46.057929,18:30
13,-100,-196.64350828592532,1185,581,2023-05-14 18:30:46.331806,18:30
14,-100,-201.8037770441973,1279,698,2023-05-14 18:30:46.652755,18:30
15,-100,-206.24812295610093,1378,680,2023-05-14 18:30:46.975243,18:30
16,-100,-212.6486453224263,1499,819,2023-05-14 18:30:47.390305,18:30
17,-100,-223.00308604134983,1609,790,2023-05-14 18:30:47.781132,18:30
18,-100,-212.2311076866819,1742,952,2023-05-14 18:30:48.252485,18:30
19,-100,-214.59242386354475,1849,897,2023-05-14 18:30:48.602577,18:30
20,-100,-209.95916151869966,1958,1061,2023-05-14 18:30:48.957248,18:30
21,-100,-205.19102201537672,2067,1006,2023-05-14 18:30:49.383644,18:30
22,-100,-195.72793994318127,2190,1184,2023-05-14 18:30:49.776902,18:30
23,-100,-190.99057919446957,2278,1094,2023-05-14 18:30:50.068698,18:30
24,-100,-193.87140000115448,2376,1282,2023-05-14 18:30:50.402321,18:30
25,-100,-188.56716162706874,2524,1242,2023-05-14 18:30:50.902321,18:30
26,-100,-185.44656409107904,2650,1408,2023-05-14 18:30:51.336953,18:30
27,-100,-182.07521745198576,2730,1322,2023-05-14 18:30:51.604001,18:30
28,-100,-179.67178633902765,2852,1530,2023-05-14 18:30:52.023974,18:30
