episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
170,100,17.2,49539,25386,2023-05-15 20:51:04.945748,20:51
171,0,19.47,50539,25153,2023-05-15 20:52:06.024261,20:52
172,0,22.4,51539,26386,2023-05-15 20:53:07.454220,20:53
173,100,25.19,52003,25617,2023-05-15 20:53:35.589133,20:53
174,0,26.94,53003,27386,2023-05-15 20:54:37.714433,20:54
175,1,28.26,54003,26617,2023-05-15 20:55:39.489966,20:55
176,0,28.68,55003,28386,2023-05-15 20:56:42.002006,20:56
177,0,30.24,56003,27617,2023-05-15 20:58:00.718851,20:58
178,-100,30.37,56244,28627,2023-05-15 20:58:17.648445,20:58
179,2,30.21,57244,28617,2023-05-15 20:59:31.125538,20:59
180,0,30.31,58244,29627,2023-05-15 21:00:47.361537,21:0
181,100,32.86,59127,29500,2023-05-15 21:01:52.832341,21:1
182,0,33.92,60127,30627,2023-05-15 21:03:12.463049,21:3
183,0,34.55,61127,30500,2023-05-15 21:04:31.188782,21:4
184,0,36.76,62127,31627,2023-05-15 21:05:45.887043,21:5
185,-1,38.91,63127,31500,2023-05-15 21:07:01.267481,21:7
186,0,41.43,64127,32627,2023-05-15 21:08:17.031696,21:8
187,0,42.06,65127,32500,2023-05-15 21:09:35.100651,21:9
188,0,43.11,66127,33627,2023-05-15 21:10:49.852499,21:10
189,1,43.64,67127,33500,2023-05-15 21:12:07.647650,21:12
190,0,46.4,68127,34627,2023-05-15 21:13:22.717002,21:13
191,-8,47.47,69127,34500,2023-05-15 21:14:40.600064,21:14
192,0,49.15,70127,35627,2023-05-15 21:15:57.308618,21:15
193,0,50.63,71127,35500,2023-05-15 21:17:14.231914,21:17
194,-100,50.63,71259,35759,2023-05-15 21:17:23.299058,21:17
195,0,52.31,72259,36500,2023-05-15 21:18:39.660681,21:18
196,0,55.03,73259,36759,2023-05-15 21:19:53.911964,21:19
197,-100,56.03,73547,36788,2023-05-15 21:20:13.851410,21:20
198,100,57.9,73967,37179,2023-05-15 21:20:43.248438,21:20
199,0,61.0,74967,37788,2023-05-15 21:22:00.223491,21:22
200,-100,61.1,75278,37490,2023-05-15 21:22:22.193409,21:22
201,100,63.95,75575,38085,2023-05-15 21:22:43.480119,21:22
202,100,66.51,76171,38086,2023-05-15 21:23:26.848681,21:23
203,0,68.5,77171,39085,2023-05-15 21:24:42.483099,21:24
204,0,71.02,78171,39086,2023-05-15 21:25:57.139302,21:25
205,0,74.1,79171,40085,2023-05-15 21:27:14.183591,21:27
206,0,76.72,80171,40086,2023-05-15 21:28:17.099181,21:28
207,0,79.79,81171,41085,2023-05-15 21:29:31.211487,21:29
208,0,81.35,82171,41086,2023-05-15 21:30:46.877372,21:30
209,100,83.75,82586,41500,2023-05-15 21:31:16.425615,21:31
210,0,86.29,83586,42086,2023-05-15 21:32:31.970929,21:32
211,100,88.57,83794,41708,2023-05-15 21:32:46.272706,21:32
212,0,91.4,84794,43086,2023-05-15 21:34:00.270786,21:34
213,-100,88.74,85469,42383,2023-05-15 21:34:49.650109,21:34
214,0,91.98,86469,44086,2023-05-15 21:36:05.778925,21:36
215,0,95.12,87469,43383,2023-05-15 21:37:20.209620,21:37
216,0,97.96,88469,45086,2023-05-15 21:38:34.715238,21:38
217,100,101.28,89430,44344,2023-05-15 21:39:46.878012,21:39
218,100,104.01,89866,45522,2023-05-15 21:40:17.651490,21:40
219,100,106.48,90395,44873,2023-05-15 21:40:56.488928,21:40
220,-100,107.02,90499,45626,2023-05-15 21:41:03.617495,21:41
221,100,110.64,90719,45093,2023-05-15 21:41:19.035945,21:41
222,100,112.29,91473,46380,2023-05-15 21:42:13.763182,21:42
223,0,115.01,92473,46093,2023-05-15 21:43:27.817846,21:43
224,2,114.47,93473,47380,2023-05-15 21:44:43.915405,21:44
225,0,116.15,94473,47093,2023-05-15 21:45:58.395068,21:45
226,-100,117.06,94570,47477,2023-05-15 21:46:04.941382,21:46
227,100,119.78,95486,48009,2023-05-15 21:47:14.501982,21:47
228,1,122.29,96486,48477,2023-05-15 21:48:29.234087,21:48
229,100,124.02,96689,48212,2023-05-15 21:48:43.439115,21:48
230,0,128.1,97689,49477,2023-05-15 21:49:59.623325,21:49
231,1,130.86,98689,49212,2023-05-15 21:51:14.986055,21:51
232,0,131.55,99689,50477,2023-05-15 21:52:29.400306,21:52
233,100,134.11,100174,49697,2023-05-15 21:53:04.475570,21:53
234,0,136.08,101174,51477,2023-05-15 21:54:19.016580,21:54
235,100,136.53,101837,50360,2023-05-15 21:55:07.185606,21:55
236,-100,135.81,102078,51718,2023-05-15 21:55:23.777628,21:55
237,0,136.8,103078,51360,2023-05-15 21:56:38.661720,21:56
238,0,137.1,104078,52718,2023-05-15 21:57:54.247444,21:57
239,1,137.83,105078,52360,2023-05-15 21:59:08.729309,21:59
240,-100,136.65,105266,52906,2023-05-15 21:59:21.717470,21:59
241,100,138.16,106063,53157,2023-05-15 22:00:20.211713,22:0
242,-100,135.96,106251,53094,2023-05-15 22:00:33.144764,22:0
243,9,136.85,107251,54157,2023-05-15 22:01:48.329859,22:1
244,0,138.41,108251,54094,2023-05-15 22:03:03.585156,22:3
245,0,138.93,109251,55157,2023-05-15 22:04:17.261893,22:4
246,100,139.9,109574,54417,2023-05-15 22:04:40.039987,22:4
247,-100,137.71,109656,55239,2023-05-15 22:04:45.751360,22:4
248,0,138.64,110656,55417,2023-05-15 22:06:00.790842,22:6
249,100,141.74,110928,55511,2023-05-15 22:06:19.793768,22:6
250,0,142.74,111928,56417,2023-05-15 22:07:35.048126,22:7
251,100,144.39,112194,55777,2023-05-15 22:07:53.543470,22:7
252,1,148.14,113194,57417,2023-05-15 22:09:08.812764,22:9
253,0,152.77,114194,56777,2023-05-15 22:10:25.004338,22:10
254,-100,152.41,114382,57605,2023-05-15 22:10:38.083570,22:10
255,100,153.45,114660,57055,2023-05-15 22:10:57.669845,22:10
256,0,156.19,115660,58605,2023-05-15 22:12:13.842434,22:12
257,-100,154.3,115832,57227,2023-05-15 22:12:25.790335,22:12
258,-100,155.96,115935,58708,2023-05-15 22:12:33.068013,22:12
259,-100,153.59,116101,57393,2023-05-15 22:12:44.572464,22:12
260,0,153.59,117101,59708,2023-05-15 22:13:59.973669,22:13
261,-100,154.39,117214,57506,2023-05-15 22:14:07.772793,22:14
262,-100,152.8,117346,59840,2023-05-15 22:14:17.086686,22:14
263,-100,150.8,117415,57575,2023-05-15 22:14:21.773211,22:14
264,0,154.48,118415,60840,2023-05-15 22:15:36.238650,22:15
265,0,154.76,119415,58575,2023-05-15 22:16:50.635006,22:16
266,-100,155.16,119581,61006,2023-05-15 22:17:02.121757,22:17
267,-100,154.31,119750,58744,2023-05-15 22:17:13.747188,22:17
268,1,155.53,120750,62006,2023-05-15 22:18:29.278917,22:18
269,1,156.29,121750,59744,2023-05-15 22:19:43.723447,22:19
270,-100,154.45,121894,62150,2023-05-15 22:19:53.603393,22:19
271,-100,152.8,122034,59884,2023-05-15 22:20:03.180824,22:20
272,-100,150.72,122201,62317,2023-05-15 22:20:14.947656,22:20
273,-100,149.57,122268,59951,2023-05-15 22:20:19.625232,22:20
274,-100,148.85,122421,62470,2023-05-15 22:20:30.210190,22:20
275,-100,149.21,122602,60132,2023-05-15 22:20:42.688771,22:20
276,-100,148.81,122726,62594,2023-05-15 22:20:51.236114,22:20
277,-100,149.07,122835,60241,2023-05-15 22:20:58.036606,22:20
278,0,151.58,123835,63594,2023-05-15 22:22:10.895757,22:22
279,0,154.82,124835,61241,2023-05-15 22:23:25.930769,22:23
280,-100,152.7,124991,63750,2023-05-15 22:23:36.823461,22:23
281,-100,152.2,125106,61356,2023-05-15 22:23:44.911050,22:23
282,-100,152.28,125259,63903,2023-05-15 22:23:55.582429,22:23
283,-100,151.61,125325,61422,2023-05-15 22:24:00.077205,22:24
284,-100,149.87,125436,64014,2023-05-15 22:24:07.728816,22:24
285,-100,147.36,125507,61493,2023-05-15 22:24:12.616304,22:24
286,-100,146.79,125589,64096,2023-05-15 22:24:18.365495,22:24
287,100,148.51,125774,61678,2023-05-15 22:24:31.134222,22:24
288,-100,147.49,125863,64185,2023-05-15 22:24:37.146904,22:24
289,-100,145.37,126011,61826,2023-05-15 22:24:47.329274,22:24
290,1,147.14,127011,65185,2023-05-15 22:26:02.337374,22:26
291,-100,145.35,127080,61895,2023-05-15 22:26:07.146844,22:26
292,-100,142.99,127137,65242,2023-05-15 22:26:11.052629,22:26
293,-100,143.78,127240,61998,2023-05-15 22:26:18.202469,22:26
294,-100,141.75,127302,65304,2023-05-15 22:26:22.445075,22:26
295,-100,139.0,127386,62082,2023-05-15 22:26:28.149794,22:26
296,-100,138.34,127474,65392,2023-05-15 22:26:34.249899,22:26
297,-100,136.82,127565,62173,2023-05-15 22:26:40.459057,22:26
298,-100,134.63,127644,65471,2023-05-15 22:26:45.832259,22:26
299,-100,135.35,127775,62304,2023-05-15 22:26:54.773538,22:26
300,-100,132.57,127844,65540,2023-05-15 22:26:59.455135,22:26
301,-100,130.93,127932,62392,2023-05-15 22:27:05.462555,22:27
302,-100,128.63,128039,65647,2023-05-15 22:27:12.849860,22:27
303,100,129.48,128636,62989,2023-05-15 22:27:56.600225,22:27
304,-100,127.96,128754,65765,2023-05-15 22:28:04.754643,22:28
305,-100,125.27,128912,63147,2023-05-15 22:28:15.518762,22:28
306,-100,122.69,129007,65860,2023-05-15 22:28:22.063827,22:28
307,-100,120.95,129097,63237,2023-05-15 22:28:28.222796,22:28
308,-100,118.26,129201,65964,2023-05-15 22:28:35.392255,22:28
309,-100,115.63,129290,63326,2023-05-15 22:28:41.579728,22:28
310,100,116.2,129528,66202,2023-05-15 22:28:58.261543,22:28
311,-100,113.43,129726,63524,2023-05-15 22:29:11.879609,22:29
312,-100,114.74,129884,66360,2023-05-15 22:29:22.808667,22:29
313,-100,112.5,130015,63655,2023-05-15 22:29:31.823920,22:29
314,-100,109.8,130158,66503,2023-05-15 22:29:41.629322,22:29
315,-100,107.09,130302,63799,2023-05-15 22:29:51.420976,22:29
316,-100,103.32,130400,66601,2023-05-15 22:29:58.012988,22:29
317,0,103.62,131400,64799,2023-05-15 22:31:12.966391,22:31
318,-100,101.9,131520,66721,2023-05-15 22:31:21.207263,22:31
319,-100,101.98,131612,64891,2023-05-15 22:31:27.616116,22:31
320,100,102.02,132063,67172,2023-05-15 22:31:59.815601,22:31
321,-100,99.27,132256,65084,2023-05-15 22:32:13.208959,22:32
322,-100,97.74,132336,67252,2023-05-15 22:32:18.705589,22:32
323,-100,97.87,132445,65193,2023-05-15 22:32:26.193004,22:32
324,-100,95.42,132525,67332,2023-05-15 22:32:31.722034,22:32
325,0,97.54,133525,66193,2023-05-15 22:33:48.456241,22:33
326,-10,97.21,134525,68332,2023-05-15 22:35:03.043181,22:35
327,-100,93.02,134868,66536,2023-05-15 22:35:27.013927,22:35
328,-100,91.0,135052,68516,2023-05-15 22:35:39.616023,22:35
329,-100,87.83,135220,66704,2023-05-15 22:35:51.282268,22:35
330,100,87.41,136066,69362,2023-05-15 22:36:53.852097,22:36
331,100,87.93,136639,67277,2023-05-15 22:37:35.118556,22:37
332,-100,84.97,136767,69490,2023-05-15 22:37:44.023393,22:37
333,0,84.86,137767,68277,2023-05-15 22:38:58.470651,22:38
334,0,84.74,138767,70490,2023-05-15 22:40:14.177916,22:40
335,-100,84.77,138871,68381,2023-05-15 22:40:21.407588,22:40
336,-100,81.55,138947,70566,2023-05-15 22:40:26.657495,22:40
337,0,81.93,139947,69381,2023-05-15 22:41:41.228347,22:41
338,100,82.5,140600,71219,2023-05-15 22:42:29.131734,22:42
339,-100,81.43,140860,69641,2023-05-15 22:42:47.404650,22:42
340,0,81.73,141860,72219,2023-05-15 22:44:01.905070,22:44
341,-100,81.72,142002,69783,2023-05-15 22:44:11.794337,22:44
342,-100,78.99,142123,72340,2023-05-15 22:44:20.145148,22:44
343,100,79.79,143039,70699,2023-05-15 22:45:27.141984,22:45
344,-100,77.51,143139,72440,2023-05-15 22:45:33.991420,22:45
345,-100,75.02,143255,70815,2023-05-15 22:45:41.985868,22:45
346,1,78.67,144255,73440,2023-05-15 22:46:56.444431,22:46
347,-100,75.3,144359,70919,2023-05-15 22:47:03.730996,22:47
348,100,75.29,144681,73762,2023-05-15 22:47:26.765983,22:47
349,-100,72.78,144803,71041,2023-05-15 22:47:35.189729,22:47
350,0,73.16,145803,74762,2023-05-15 22:48:49.725276,22:48
351,-1,72.68,146803,72041,2023-05-15 22:50:03.985158,22:50
352,0,71.98,147803,75762,2023-05-15 22:51:18.878936,22:51
353,100,75.01,148006,72244,2023-05-15 22:51:32.852600,22:51
354,-100,73.0,148162,75918,2023-05-15 22:51:43.892357,22:51
355,100,72.52,148695,72777,2023-05-15 22:52:22.426807,22:52
356,0,73.33,149695,76918,2023-05-15 22:53:36.315765,22:53
357,0,75.9,150695,73777,2023-05-15 22:54:51.433122,22:54
358,-100,76.35,150790,77013,2023-05-15 22:54:57.834979,22:54
359,-100,74.05,150896,73883,2023-05-15 22:55:05.101183,22:55
360,-100,74.71,150996,77113,2023-05-15 22:55:11.904933,22:55
361,100,77.14,151187,74074,2023-05-15 22:55:25.089103,22:55
362,0,80.49,152187,78113,2023-05-15 22:56:40.617536,22:56
363,-100,77.42,152322,74209,2023-05-15 22:56:50.002448,22:56
364,0,78.31,153322,79113,2023-05-15 22:58:04.950658,22:58
365,100,79.79,153596,74483,2023-05-15 22:58:24.120556,22:58
366,0,82.28,154596,80113,2023-05-15 22:59:39.531430,22:59
367,1,82.58,155596,75483,2023-05-15 23:00:54.197670,23:0
368,0,82.18,156596,81113,2023-05-15 23:02:08.899513,23:2
369,0,85.02,157596,76483,2023-05-15 23:03:24.579460,23:3
370,100,88.03,158128,81645,2023-05-15 23:04:02.846312,23:4
371,1,90.78,159128,77483,2023-05-15 23:05:17.568429,23:5
372,-100,88.57,159305,81822,2023-05-15 23:05:29.788221,23:5
373,-100,87.59,159541,77719,2023-05-15 23:05:46.410316,23:5
374,-100,83.97,159888,82169,2023-05-15 23:06:11.102614,23:6
375,0,86.42,160888,78719,2023-05-15 23:07:26.274354,23:7
376,0,89.62,161888,83169,2023-05-15 23:08:40.990966,23:8
377,-100,86.88,162251,79082,2023-05-15 23:09:06.549563,23:9
378,0,87.08,163251,84169,2023-05-15 23:10:22.243087,23:10
379,0,90.14,164251,80082,2023-05-15 23:11:37.188571,23:11
380,100,92.56,164641,84559,2023-05-15 23:12:04.848327,23:12
381,-19,95.29,165641,81082,2023-05-15 23:13:18.965342,23:13
382,1,99.1,166641,85559,2023-05-15 23:14:33.517257,23:14
383,0,101.77,167641,82082,2023-05-15 23:15:48.103313,23:15
384,100,105.72,168345,86263,2023-05-15 23:16:39.706173,23:16
385,100,108.72,168623,82360,2023-05-15 23:16:59.194878,23:16
386,100,109.98,169622,87262,2023-05-15 23:18:13.968978,23:18
387,-100,110.64,169755,82493,2023-05-15 23:18:23.094891,23:18
388,-100,108.11,170106,87613,2023-05-15 23:18:47.781602,23:18
389,0,108.58,171106,83493,2023-05-15 23:20:03.401782,23:20
