episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-195.0,149,149,2023-06-13 12:14:30.608681,12:14
2,-100,-196.66666666666666,228,79,2023-06-13 12:14:31.589322,12:14
3,-100,-169.25,333,254,2023-06-13 12:14:32.797162,12:14
4,-100,-161.0,410,156,2023-06-13 12:14:33.754796,12:14
5,-100,-139.83333333333334,515,359,2023-06-13 12:14:34.971326,12:14
6,-100,-118.42857142857143,612,253,2023-06-13 12:14:36.159892,12:14
7,-100,-143.125,769,516,2023-06-13 12:14:38.061786,12:14
8,-100,-134.77777777777777,832,316,2023-06-13 12:14:38.808320,12:14
9,-100,-128.0,905,589,2023-06-13 12:14:39.790674,12:14
10,-100,-136.0909090909091,1011,422,2023-06-13 12:14:41.278981,12:14
11,-100,-151.83333333333334,1098,676,2023-06-13 12:14:42.308556,12:14
12,-100,-145.30769230769232,1169,493,2023-06-13 12:14:43.030591,12:14
13,-100,-156.78571428571428,1241,748,2023-06-13 12:14:43.924633,12:14
14,-100,-152.2,1318,570,2023-06-13 12:14:44.888197,12:14
15,-100,-154.9375,1420,850,2023-06-13 12:14:46.205631,12:14
16,-100,-166.0,1595,745,2023-06-13 12:14:48.252709,12:14
17,-100,-172.5,1687,942,2023-06-13 12:14:49.246932,12:14
18,-100,-180.0,1803,861,2023-06-13 12:14:50.625860,12:14
19,-100,-185.1,1913,1052,2023-06-13 12:14:51.847466,12:14
20,-100,-181.52380952380952,1992,940,2023-06-13 12:14:52.718743,12:14
21,-100,-183.95454545454547,2103,1163,2023-06-13 12:14:54.040681,12:14
22,-100,-179.91304347826087,2250,1087,2023-06-13 12:14:55.707270,12:14
23,-100,-179.45833333333334,2336,1249,2023-06-13 12:14:56.631052,12:14
24,-100,-181.08,2445,1196,2023-06-13 12:14:57.829802,12:14
25,-100,-173.26923076923077,2569,1373,2023-06-13 12:14:59.326430,12:14
26,-100,-170.14814814814815,2647,1274,2023-06-13 12:15:00.240888,12:15
27,-100,-168.0,2743,1469,2023-06-13 12:15:01.351051,12:15
28,-100,-164.0,2829,1360,2023-06-13 12:15:02.378293,12:15
29,-100,-162.8,2900,1540,2023-06-13 12:15:03.159493,12:15
30,-100,-168.58064516129033,2998,1458,2023-06-13 12:15:04.394368,12:15
31,-100,-170.1875,3080,1622,2023-06-13 12:15:05.298056,12:15
32,-100,-167.42424242424244,3158,1536,2023-06-13 12:15:06.210393,12:15
33,-100,-166.3235294117647,3242,1706,2023-06-13 12:15:07.144811,12:15
34,-100,-171.88571428571427,3339,1633,2023-06-13 12:15:08.205280,12:15
35,-100,-170.72222222222223,3439,1806,2023-06-13 12:15:09.315642,12:15
36,-100,-168.78378378378378,3507,1701,2023-06-13 12:15:10.084264,12:15
37,-100,-170.21052631578948,3607,1906,2023-06-13 12:15:11.230736,12:15
38,-100,-167.82051282051282,3679,1773,2023-06-13 12:15:12.108213,12:15
39,-100,-167.05,3749,1976,2023-06-13 12:15:12.891052,12:15
40,-100,-167.97560975609755,3877,1901,2023-06-13 12:15:14.243392,12:15
41,-100,-163.26190476190476,3966,2065,2023-06-13 12:15:15.258017,12:15
42,-100,-168.72093023255815,4066,2001,2023-06-13 12:15:16.433725,12:15
43,-100,-164.77272727272728,4175,2174,2023-06-13 12:15:17.627316,12:15
44,-100,-168.13333333333333,4305,2131,2023-06-13 12:15:19.074222,12:15
45,-100,-170.93478260869566,4400,2269,2023-06-13 12:15:20.162989,12:15
46,-100,-170.80851063829786,4522,2253,2023-06-13 12:15:21.390829,12:15
47,-100,-171.5,4648,2395,2023-06-13 12:15:22.786429,12:15
48,-100,-170.12244897959184,4792,2397,2023-06-13 12:15:24.403908,12:15
49,-100,-170.76,4894,2497,2023-06-13 12:15:25.582537,12:15
50,-100,-169.09803921568627,5019,2522,2023-06-13 12:15:27.091073,12:15
51,-100,-167.3653846153846,5128,2606,2023-06-13 12:15:28.451875,12:15
52,-100,-166.66037735849056,5271,2665,2023-06-13 12:15:30.057219,12:15
53,-100,-166.09259259259258,5357,2692,2023-06-13 12:15:31.025007,12:15
54,-100,-168.05454545454546,5430,2738,2023-06-13 12:15:31.797295,12:15
55,-100,-169.76785714285714,5552,2814,2023-06-13 12:15:33.361692,12:15
56,-100,-167.78947368421052,5682,2868,2023-06-13 12:15:35.054293,12:15
57,-100,-170.75862068965517,5784,2916,2023-06-13 12:15:36.237285,12:15
58,-100,-175.33898305084745,5903,2987,2023-06-13 12:15:37.680137,12:15
59,-100,-173.76666666666668,6009,3022,2023-06-13 12:15:38.981182,12:15
60,-100,-174.7704918032787,6100,3078,2023-06-13 12:15:40.008318,12:15
61,-100,-172.25806451612902,6173,3095,2023-06-13 12:15:41.011516,12:15
62,-100,-172.3015873015873,6251,3156,2023-06-13 12:15:41.980092,12:15
63,-100,-171.6875,6336,3180,2023-06-13 12:15:43.163447,12:15
64,-100,-172.15384615384616,6442,3262,2023-06-13 12:15:44.552330,12:15
65,-100,-171.12121212121212,6568,3306,2023-06-13 12:15:46.228329,12:15
66,-100,-172.50746268656715,6644,3338,2023-06-13 12:15:47.171858,12:15
67,-100,-172.14705882352942,6749,3411,2023-06-13 12:15:48.445648,12:15
68,-100,-171.8985507246377,6841,3430,2023-06-13 12:15:49.689860,12:15
69,-100,-173.12857142857143,6944,3514,2023-06-13 12:15:50.776515,12:15
70,-100,-173.67605633802816,7060,3546,2023-06-13 12:15:52.092696,12:15
71,-100,-173.34722222222223,7142,3596,2023-06-13 12:15:53.058800,12:15
72,-100,-171.1095890410959,7252,3656,2023-06-13 12:15:54.374978,12:15
73,-100,-173.17567567567568,7378,3722,2023-06-13 12:15:55.795034,12:15
74,-100,-173.78666666666666,7548,3826,2023-06-13 12:15:57.800648,12:15
75,-100,-175.02631578947367,7668,3842,2023-06-13 12:15:59.185699,12:15
76,-100,-173.75324675324674,7737,3895,2023-06-13 12:15:59.950220,12:15
77,-100,-175.06410256410257,7832,3937,2023-06-13 12:16:00.979399,12:16
78,-100,-173.55696202531647,7964,4027,2023-06-13 12:16:02.467185,12:16
79,-100,-176.125,8059,4032,2023-06-13 12:16:03.767498,12:16
80,-100,-175.30864197530863,8149,4117,2023-06-13 12:16:04.782776,12:16
81,-100,-175.17073170731706,8293,4176,2023-06-13 12:16:06.421042,12:16
82,-100,-174.63855421686748,8375,4199,2023-06-13 12:16:07.304161,12:16
83,-100,-173.8452380952381,8459,4260,2023-06-13 12:16:08.237738,12:16
84,-100,-175.27058823529413,8560,4300,2023-06-13 12:16:09.410774,12:16
85,-100,-176.01162790697674,8639,4339,2023-06-13 12:16:10.315836,12:16
86,-100,-177.41379310344828,8734,4395,2023-06-13 12:16:11.443468,12:16
87,-100,-176.07954545454547,8851,4456,2023-06-13 12:16:12.945019,12:16
88,-100,-177.07865168539325,8961,4505,2023-06-13 12:16:14.128587,12:16
89,-100,-176.2888888888889,9031,4526,2023-06-13 12:16:14.920647,12:16
90,-100,-175.27472527472528,9134,4608,2023-06-13 12:16:16.194180,12:16
91,-100,-174.59782608695653,9233,4625,2023-06-13 12:16:17.253365,12:16
92,-100,-173.48387096774192,9325,4700,2023-06-13 12:16:18.242315,12:16
93,-100,-173.58510638297872,9417,4717,2023-06-13 12:16:19.275883,12:16
94,-100,-175.45263157894738,9514,4797,2023-06-13 12:16:20.557363,12:16
95,-100,-174.9375,9618,4821,2023-06-13 12:16:21.775045,12:16
96,-100,-174.61855670103094,9747,4926,2023-06-13 12:16:23.265266,12:16
97,-100,-173.1122448979592,9832,4906,2023-06-13 12:16:24.176827,12:16
98,-100,-171.43434343434345,9932,5026,2023-06-13 12:16:25.418522,12:16
99,-100,-170.73,10059,5033,2023-06-13 12:16:27.361706,12:16
100,-100,-169.19,10164,5131,2023-06-13 12:16:28.651456,12:16
101,-100,-168.66,10269,5138,2023-06-13 12:16:29.914008,12:16
102,-100,-169.75,10367,5229,2023-06-13 12:16:31.100396,12:16
103,-100,-168.57,10554,5325,2023-06-13 12:16:33.651138,12:16
104,-100,-170.55,10640,5315,2023-06-13 12:16:34.777640,12:16
105,-100,-171.99,10758,5443,2023-06-13 12:16:36.083234,12:16
106,-100,-170.12,10904,5461,2023-06-13 12:16:37.830768,12:16
107,-100,-169.72,11011,5550,2023-06-13 12:16:39.031180,12:16
108,-100,-172.43,11181,5631,2023-06-13 12:16:40.916842,12:16
109,-100,-171.58,11272,5641,2023-06-13 12:16:42.206083,12:16
110,-100,-169.7,11395,5754,2023-06-13 12:16:43.797168,12:16
111,-100,-170.06,11488,5734,2023-06-13 12:16:44.854150,12:16
112,-100,-167.89,11598,5864,2023-06-13 12:16:46.147842,12:16
113,-100,-168.38,11753,5889,2023-06-13 12:16:47.843155,12:16
114,-100,-168.55,11926,6037,2023-06-13 12:16:49.828644,12:16
115,-100,-166.65,12011,5974,2023-06-13 12:16:50.822449,12:16
116,-100,-164.0,12157,6183,2023-06-13 12:16:52.633372,12:16
117,-100,-161.68,12275,6092,2023-06-13 12:16:54.171437,12:16
118,-100,-159.39,12420,6328,2023-06-13 12:16:55.883761,12:16
119,-100,-159.97,12531,6203,2023-06-13 12:16:57.093743,12:16
120,-100,-159.53,12630,6427,2023-06-13 12:16:58.215628,12:16
121,-100,-159.88,12754,6327,2023-06-13 12:16:59.573817,12:16
122,-100,-160.26,12854,6527,2023-06-13 12:17:00.695689,12:17
123,-100,-158.78,12964,6437,2023-06-13 12:17:01.990205,12:17
124,-100,-161.87,13075,6638,2023-06-13 12:17:03.283820,12:17
125,-100,-163.1,13174,6536,2023-06-13 12:17:04.382282,12:17
126,-100,-164.11,13268,6732,2023-06-13 12:17:05.400215,12:17
127,-100,-164.06,13382,6650,2023-06-13 12:17:06.704274,12:17
128,-100,-167.87,13613,6963,2023-06-13 12:17:09.776941,12:17
129,-100,-165.13,13717,6754,2023-06-13 12:17:11.016741,12:17
130,-100,-163.84,13805,7051,2023-06-13 12:17:12.198219,12:17
131,-100,-163.85,13895,6844,2023-06-13 12:17:13.257755,12:17
132,-100,-163.12,13996,7152,2023-06-13 12:17:14.551538,12:17
133,-100,-161.64,14100,6948,2023-06-13 12:17:15.699211,12:17
134,-100,-162.63,14203,7255,2023-06-13 12:17:16.851707,12:17
135,-100,-161.61,14301,7046,2023-06-13 12:17:18.141196,12:17
136,-100,-161.33,14406,7360,2023-06-13 12:17:19.630854,12:17
137,-100,-161.3,14530,7170,2023-06-13 12:17:21.051377,12:17
138,-100,-162.38,14613,7443,2023-06-13 12:17:21.976030,12:17
139,-100,-161.48,14700,7257,2023-06-13 12:17:22.961990,12:17
140,-100,-161.7,14821,7564,2023-06-13 12:17:24.249099,12:17
141,-100,-159.62,14933,7369,2023-06-13 12:17:25.610938,12:17
142,-100,-160.53,15037,7668,2023-06-13 12:17:26.764203,12:17
143,-100,-159.11,15159,7491,2023-06-13 12:17:28.170375,12:17
144,-100,-157.34,15242,7751,2023-06-13 12:17:29.102576,12:17
145,-100,-156.35,15335,7584,2023-06-13 12:17:30.127852,12:17
146,-100,-154.32,15435,7851,2023-06-13 12:17:31.218099,12:17
147,-100,-154.29,15584,7733,2023-06-13 12:17:32.961455,12:17
148,-100,-153.21,15690,7957,2023-06-13 12:17:34.437404,12:17
149,-100,-152.9,15799,7842,2023-06-13 12:17:35.670289,12:17
150,-100,-152.59,15941,8099,2023-06-13 12:17:37.272842,12:17
151,-100,-152.8,16041,7942,2023-06-13 12:17:38.380448,12:17
152,-100,-153.24,16144,8202,2023-06-13 12:17:39.731359,12:17
153,-100,-153.82,16304,8102,2023-06-13 12:17:41.853511,12:17
154,-100,-151.59,16449,8347,2023-06-13 12:17:43.508764,12:17
155,-100,-151.35,16639,8292,2023-06-13 12:17:45.663544,12:17
156,-100,-148.82,16796,8504,2023-06-13 12:17:47.567683,12:17
157,-100,-147.45,16888,8384,2023-06-13 12:17:48.613956,12:17
158,-100,-147.06,16979,8595,2023-06-13 12:17:49.630363,12:17
159,-100,-146.55,17105,8510,2023-06-13 12:17:51.209869,12:17
160,-100,-147.66,17188,8678,2023-06-13 12:17:52.181083,12:17
161,-100,-145.41,17319,8641,2023-06-13 12:17:53.759783,12:17
162,-100,-144.75,17459,8818,2023-06-13 12:17:55.626149,12:17
163,-100,-143.53,17579,8761,2023-06-13 12:17:57.028663,12:17
164,-100,-143.63,17727,8966,2023-06-13 12:17:58.629598,12:17
165,-100,-141.98,17846,8880,2023-06-13 12:17:59.912183,12:17
166,-100,-141.5,17962,9082,2023-06-13 12:18:01.477933,12:18
167,-100,-140.75,18105,9023,2023-06-13 12:18:03.349333,12:18
168,-100,-140.46,18200,9177,2023-06-13 12:18:04.378024,12:18
169,-100,-138.67,18364,9187,2023-06-13 12:18:06.309297,12:18
170,-100,-137.54,18518,9331,2023-06-13 12:18:08.175932,12:18
171,-100,-137.61,18669,9338,2023-06-13 12:18:09.886350,12:18
172,-100,-137.88,18784,9446,2023-06-13 12:18:11.209859,12:18
173,-100,-137.85,18866,9420,2023-06-13 12:18:12.122387,12:18
174,-100,-136.72,18986,9566,2023-06-13 12:18:13.476873,12:18
175,-100,-137.11,19116,9550,2023-06-13 12:18:14.915570,12:18
176,-100,-134.75,19207,9657,2023-06-13 12:18:15.934521,12:18
177,-100,-134.48,19284,9627,2023-06-13 12:18:16.874333,12:18
178,-100,-131.19,19391,9764,2023-06-13 12:18:18.176999,12:18
179,-100,-131.2,19483,9719,2023-06-13 12:18:19.244175,12:18
180,-100,-130.6,19622,9903,2023-06-13 12:18:20.886726,12:18
181,-100,-130.25,19752,9849,2023-06-13 12:18:22.506814,12:18
182,-100,-130.59,19876,10027,2023-06-13 12:18:23.918638,12:18
183,-100,-128.76,19989,9962,2023-06-13 12:18:25.202665,12:18
184,-100,-127.17,20111,10149,2023-06-13 12:18:26.724052,12:18
185,-100,-124.59,20200,10051,2023-06-13 12:18:27.716576,12:18
186,-100,-125.07,20310,10259,2023-06-13 12:18:28.981959,12:18
187,-100,-122.91,20390,10131,2023-06-13 12:18:30.019201,12:18
188,-100,-122.64,20484,10353,2023-06-13 12:18:31.149335,12:18
189,-100,-122.42,20617,10264,2023-06-13 12:18:32.659871,12:18
190,-100,-121.23,20730,10466,2023-06-13 12:18:34.150208,12:18
191,-100,-129.29,20844,10378,2023-06-13 12:18:35.589367,12:18
192,-100,-128.32,20915,10537,2023-06-13 12:18:36.310837,12:18
193,-100,-125.99,21056,10519,2023-06-13 12:18:37.956457,12:18
194,-100,-125.13,21131,10612,2023-06-13 12:18:38.856008,12:18
195,-100,-125.28,21243,10631,2023-06-13 12:18:40.031808,12:18
196,-100,-127.13,21343,10712,2023-06-13 12:18:41.109886,12:18
197,-100,-127.25,21462,10750,2023-06-13 12:18:42.463140,12:18
198,-100,-126.98,21542,10792,2023-06-13 12:18:43.325368,12:18
199,-100,-127.55,21643,10851,2023-06-13 12:18:44.442823,12:18
200,-100,-128.47,21740,10889,2023-06-13 12:18:45.616614,12:18
201,-100,-127.12,21849,10960,2023-06-13 12:18:46.837037,12:18
202,-100,-128.05,21965,11005,2023-06-13 12:18:48.115719,12:18
203,-100,-126.09,22104,11099,2023-06-13 12:18:49.624017,12:18
204,-100,-125.17,22250,11151,2023-06-13 12:18:51.295321,12:18
205,-100,-125.74,22340,11189,2023-06-13 12:18:52.359670,12:18
206,-100,-128.88,22505,11316,2023-06-13 12:18:54.176534,12:18
