episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-81.5,133,133,2023-06-13 08:05:22.080760,8:5
2,-100,-88.33333333333333,200,67,2023-06-13 08:05:23.122863,8:5
3,-100,-93.5,275,208,2023-06-13 08:05:24.310167,8:5
4,-100,-107.2,363,155,2023-06-13 08:05:25.770748,8:5
5,-100,-145.66666666666666,482,327,2023-06-13 08:05:27.864129,8:5
6,-100,-138.85714285714286,566,239,2023-06-13 08:05:29.150681,8:5
7,-100,-132.25,634,395,2023-06-13 08:05:30.212231,8:5
8,-100,-131.77777777777777,731,336,2023-06-13 08:05:31.750221,8:5
9,-100,-133.1,822,486,2023-06-13 08:05:33.049339,8:5
10,-100,-148.0909090909091,905,419,2023-06-13 08:05:34.407044,8:5
11,-100,-155.0,1022,603,2023-06-13 08:05:36.564408,8:5
12,-100,-155.07692307692307,1089,486,2023-06-13 08:05:37.854279,8:5
13,-100,-142.71428571428572,1194,708,2023-06-13 08:05:39.752396,8:5
14,-100,-141.0,1273,565,2023-06-13 08:05:41.214682,8:5
15,-100,-144.375,1391,826,2023-06-13 08:05:43.357542,8:5
16,-100,-149.05882352941177,1471,645,2023-06-13 08:05:44.772248,8:5
17,-100,-150.22222222222223,1570,925,2023-06-13 08:05:46.544845,8:5
18,-100,-147.57894736842104,1653,728,2023-06-13 08:05:47.935743,8:5
19,-100,-148.45,1767,1039,2023-06-13 08:05:49.822239,8:5
20,-100,-153.42857142857142,1841,802,2023-06-13 08:05:51.085598,8:5
21,-100,-150.63636363636363,1953,1151,2023-06-13 08:05:53.140426,8:5
22,-100,-153.34782608695653,2051,900,2023-06-13 08:05:54.183765,8:5
23,-100,-152.20833333333334,2144,1244,2023-06-13 08:05:55.374379,8:5
24,-100,-151.76,2243,999,2023-06-13 08:05:56.846096,8:5
25,-100,-157.5,2358,1359,2023-06-13 08:05:58.324075,8:5
26,-100,-157.44444444444446,2424,1065,2023-06-13 08:05:59.175697,8:5
27,-100,-153.78571428571428,2484,1419,2023-06-13 08:06:00.012858,8:6
28,-100,-152.58620689655172,2595,1176,2023-06-13 08:06:01.524875,8:6
29,-100,-151.7,2728,1552,2023-06-13 08:06:03.390907,8:6
30,-100,-149.48387096774192,2834,1282,2023-06-13 08:06:04.802398,8:6
31,-100,-151.90625,2968,1686,2023-06-13 08:06:06.373367,8:6
32,-100,-149.21212121212122,3055,1369,2023-06-13 08:06:07.578721,8:6
33,-100,-149.11764705882354,3133,1764,2023-06-13 08:06:08.880623,8:6
34,-100,-149.31428571428572,3234,1470,2023-06-13 08:06:10.228392,8:6
35,-100,-153.97222222222223,3333,1863,2023-06-13 08:06:11.382187,8:6
36,-100,-157.0810810810811,3413,1550,2023-06-13 08:06:12.351700,8:6
37,-100,-154.47368421052633,3531,1981,2023-06-13 08:06:13.988616,8:6
38,-100,-153.30769230769232,3633,1652,2023-06-13 08:06:15.179068,8:6
39,-100,-157.575,3728,2076,2023-06-13 08:06:16.365329,8:6
40,-100,-156.65853658536585,3793,1717,2023-06-13 08:06:17.040864,8:6
41,-100,-154.16666666666666,3873,2156,2023-06-13 08:06:18.066269,8:6
42,-100,-154.8372093023256,3962,1806,2023-06-13 08:06:19.314161,8:6
43,-100,-152.1818181818182,4027,2221,2023-06-13 08:06:20.115047,8:6
44,-100,-150.7111111111111,4144,1923,2023-06-13 08:06:21.641844,8:6
45,-100,-151.19565217391303,4259,2336,2023-06-13 08:06:23.161103,8:6
46,-100,-150.95744680851064,4334,1998,2023-06-13 08:06:24.224972,8:6
47,-100,-149.66666666666666,4422,2424,2023-06-13 08:06:25.203759,8:6
48,-100,-147.57142857142858,4500,2076,2023-06-13 08:06:26.266068,8:6
49,-100,-148.14,4593,2517,2023-06-13 08:06:27.349770,8:6
50,-100,-146.6078431372549,4674,2157,2023-06-13 08:06:28.408909,8:6
51,-100,-148.19230769230768,4808,2651,2023-06-13 08:06:29.971088,8:6
52,-100,-149.9056603773585,4916,2265,2023-06-13 08:06:31.298797,8:6
53,-100,-147.87037037037038,5087,2822,2023-06-13 08:06:33.371918,8:6
54,-100,-147.0,5174,2352,2023-06-13 08:06:34.353042,8:6
55,-100,-145.08928571428572,5251,2899,2023-06-13 08:06:35.318164,8:6
56,-100,-143.87719298245614,5317,2418,2023-06-13 08:06:36.105023,8:6
57,-100,-142.56896551724137,5387,2969,2023-06-13 08:06:36.972948,8:6
58,-100,-141.8135593220339,5453,2484,2023-06-13 08:06:37.852656,8:6
59,-100,-141.3,5576,3092,2023-06-13 08:06:39.246024,8:6
60,-100,-140.2295081967213,5650,2558,2023-06-13 08:06:40.043204,8:6
61,-100,-137.88709677419354,5749,3191,2023-06-13 08:06:41.259188,8:6
62,-100,-137.0793650793651,5832,2641,2023-06-13 08:06:42.260414,8:6
63,-100,-135.609375,5954,3313,2023-06-13 08:06:43.638232,8:6
64,-100,-135.12307692307692,6058,2745,2023-06-13 08:06:45.128929,8:6
65,-100,-133.71212121212122,6134,3389,2023-06-13 08:06:46.074156,8:6
66,-100,-133.08955223880596,6249,2860,2023-06-13 08:06:47.472183,8:6
67,-100,-132.47058823529412,6336,3476,2023-06-13 08:06:48.596388,8:6
68,-100,-132.20289855072463,6432,2956,2023-06-13 08:06:49.806249,8:6
69,-100,-131.18571428571428,6587,3631,2023-06-13 08:06:51.644374,8:6
70,-100,-130.9718309859155,6708,3077,2023-06-13 08:06:52.919890,8:6
71,-100,-130.27777777777777,6842,3765,2023-06-13 08:06:54.590425,8:6
72,-100,-129.34246575342465,6972,3207,2023-06-13 08:06:56.187964,8:6
73,-100,-130.6081081081081,7092,3885,2023-06-13 08:06:57.668841,8:6
74,-100,-128.64,7167,3282,2023-06-13 08:06:58.868834,8:6
75,-100,-127.72368421052632,7316,4034,2023-06-13 08:07:00.922501,8:7
76,-100,-127.02597402597402,7397,3363,2023-06-13 08:07:02.065388,8:7
77,-100,-126.42307692307692,7535,4172,2023-06-13 08:07:03.895815,8:7
78,-100,-125.26582278481013,7637,3465,2023-06-13 08:07:05.149992,8:7
79,-100,-124.55,7704,4239,2023-06-13 08:07:05.874276,8:7
80,-100,-123.74074074074075,7788,3549,2023-06-13 08:07:06.927126,8:7
81,-100,-122.8170731707317,7863,4314,2023-06-13 08:07:07.942950,8:7
82,-100,-122.26506024096386,7936,3622,2023-06-13 08:07:08.980869,8:7
83,-100,-122.0952380952381,8042,4420,2023-06-13 08:07:10.221495,8:7
84,-100,-121.27058823529411,8149,3729,2023-06-13 08:07:11.500086,8:7
85,-100,-120.29069767441861,8288,4559,2023-06-13 08:07:13.167035,8:7
86,-100,-119.01149425287356,8387,3828,2023-06-13 08:07:14.351551,8:7
87,-100,-118.20454545454545,8501,4673,2023-06-13 08:07:15.779013,8:7
88,-100,-117.67415730337079,8642,3969,2023-06-13 08:07:17.509037,8:7
89,-100,-118.0,8776,4807,2023-06-13 08:07:19.077755,8:7
90,-100,-117.37362637362638,8885,4078,2023-06-13 08:07:20.357574,8:7
91,-100,-116.82608695652173,8954,4876,2023-06-13 08:07:21.255386,8:7
92,-100,-120.29032258064517,9063,4187,2023-06-13 08:07:22.553922,8:7
93,-100,-120.95744680851064,9199,5012,2023-06-13 08:07:24.245803,8:7
94,-100,-120.15789473684211,9286,4274,2023-06-13 08:07:25.255661,8:7
95,-100,-119.42708333333333,9374,5100,2023-06-13 08:07:26.451972,8:7
96,-100,-118.95876288659794,9486,4386,2023-06-13 08:07:27.892605,8:7
97,-100,-119.56122448979592,9641,5255,2023-06-13 08:07:29.935165,8:7
98,-100,-118.45454545454545,9734,4479,2023-06-13 08:07:31.344386,8:7
99,-100,-118.16,9844,5365,2023-06-13 08:07:32.765515,8:7
100,-100,-117.16,9962,4597,2023-06-13 08:07:34.177366,8:7
101,-100,-116.72,10039,5442,2023-06-13 08:07:35.151746,8:7
102,-100,-115.79,10161,4719,2023-06-13 08:07:36.566383,8:7
103,-100,-114.53,10322,5603,2023-06-13 08:07:38.646347,8:7
104,-100,-111.52,10426,4823,2023-06-13 08:07:39.824500,8:7
105,-100,-111.12,10612,5789,2023-06-13 08:07:42.269961,8:7
106,-100,-110.5,10732,4943,2023-06-13 08:07:43.813085,8:7
107,-100,-109.14,10839,5896,2023-06-13 08:07:45.093338,8:7
108,-100,-108.27,10942,5046,2023-06-13 08:07:46.240093,8:7
109,-100,-106.03,11025,5979,2023-06-13 08:07:47.308017,8:7
110,-100,-103.54,11120,5141,2023-06-13 08:07:48.409770,8:7
111,-100,-103.84,11191,6050,2023-06-13 08:07:49.345991,8:7
112,-100,-104.48,11297,5247,2023-06-13 08:07:50.659951,8:7
113,-100,-104.12,11377,6130,2023-06-13 08:07:51.602257,8:7
114,-100,-103.13,11502,5372,2023-06-13 08:07:53.046666,8:7
115,-100,-100.83,11691,6319,2023-06-13 08:07:55.287364,8:7
116,-100,-100.26,11788,5469,2023-06-13 08:07:56.482577,8:7
117,-100,-100.29,11878,6409,2023-06-13 08:07:57.629070,8:7
118,-100,-99.26,12000,5591,2023-06-13 08:07:59.174323,8:7
119,-100,-97.18,12102,6511,2023-06-13 08:08:00.497831,8:8
120,-100,-96.59,12210,5699,2023-06-13 08:08:01.863079,8:8
121,-100,-97.05,12400,6701,2023-06-13 08:08:04.084374,8:8
122,-100,-95.8,12503,5802,2023-06-13 08:08:05.365113,8:8
123,-100,-97.19,12634,6832,2023-06-13 08:08:07.006495,8:8
124,-100,-94.68,12750,5918,2023-06-13 08:08:08.400128,8:8
125,-100,-96.21,12917,6999,2023-06-13 08:08:10.569710,8:8
126,-100,-95.9,13031,6032,2023-06-13 08:08:11.977872,8:8
127,-100,-94.48,13152,7120,2023-06-13 08:08:13.566345,8:8
128,-100,-93.83,13391,6271,2023-06-13 08:08:16.423524,8:8
129,-100,-93.68,13490,7219,2023-06-13 08:08:17.539510,8:8
130,-100,-92.07,13593,6374,2023-06-13 08:08:18.807810,8:8
131,-100,-91.24,13685,7311,2023-06-13 08:08:19.839442,8:8
132,-100,-90.06,13788,6477,2023-06-13 08:08:21.214893,8:8
133,-100,-89.28,13875,7398,2023-06-13 08:08:22.329870,8:8
134,-100,-86.56,13958,6560,2023-06-13 08:08:23.419750,8:8
135,-100,-86.59,14122,7562,2023-06-13 08:08:25.319984,8:8
136,-100,-86.41,14244,6682,2023-06-13 08:08:26.734971,8:8
137,-100,-85.51,14348,7666,2023-06-13 08:08:28.237351,8:8
138,-100,-82.06,14469,6803,2023-06-13 08:08:29.797984,8:8
139,-100,-80.6,14562,7759,2023-06-13 08:08:30.888382,8:8
140,-100,-80.08,14731,6972,2023-06-13 08:08:32.952188,8:8
141,-100,-79.11,14902,7930,2023-06-13 08:08:35.255199,8:8
142,-100,-79.22,15005,7075,2023-06-13 08:08:36.454651,8:8
143,-100,-79.7,15262,8187,2023-06-13 08:08:39.627251,8:8
144,-100,-83.26,15866,7679,2023-06-13 08:08:47.005669,8:8
145,-100,-82.17,15952,8273,2023-06-13 08:08:48.158953,8:8
146,-100,-81.95,16038,7765,2023-06-13 08:08:49.199415,8:8
147,-100,-81.75,16151,8386,2023-06-13 08:08:50.533763,8:8
148,-100,-80.77,16238,7852,2023-06-13 08:08:51.772770,8:8
149,-100,-80.85,16308,8456,2023-06-13 08:08:52.572662,8:8
150,-100,-79.28,16464,8008,2023-06-13 08:08:54.476613,8:8
151,0,-75.99,17464,9456,2023-06-13 08:09:07.607245,8:9
152,-100,-76.34,17606,8150,2023-06-13 08:09:09.447191,8:9
153,-100,-75.99,17754,9604,2023-06-13 08:09:11.332860,8:9
154,-100,-75.5,17834,8230,2023-06-13 08:09:12.315880,8:9
155,-100,-74.88,17937,9707,2023-06-13 08:09:13.570499,8:9
156,-100,-76.48,18143,8436,2023-06-13 08:09:16.484066,8:9
157,-100,-75.7,18230,9794,2023-06-13 08:09:17.629509,8:9
158,-100,-75.58,18845,9051,2023-06-13 08:09:25.671867,8:9
159,-100,-75.27,19079,10028,2023-06-13 08:09:28.656793,8:9
160,-100,-75.84,19265,9237,2023-06-13 08:09:31.137601,8:9
161,-100,-75.78,19403,10166,2023-06-13 08:09:33.030450,8:9
162,-100,-76.06,19568,9402,2023-06-13 08:09:35.131524,8:9
163,-100,-75.57,19721,10319,2023-06-13 08:09:37.019877,8:9
164,-100,-78.24,20582,10263,2023-06-13 08:09:48.281284,8:9
165,-100,-78.71,20775,10512,2023-06-13 08:09:50.623033,8:9
166,-100,-79.82,21356,10844,2023-06-13 08:09:58.444271,8:9
167,-100,-83.67,21651,10807,2023-06-13 08:10:02.242010,8:10
168,-100,-83.66,21918,11111,2023-06-13 08:10:05.598427,8:10
169,-100,-84.14,22183,11072,2023-06-13 08:10:09.292680,8:10
170,-100,-83.55,22299,11227,2023-06-13 08:10:10.600264,8:10
171,0,-82.93,23299,12072,2023-06-13 08:10:24.035195,8:10
172,0,-80.31,24299,12227,2023-06-13 08:10:37.341516,8:10
173,-100,-81.7,24458,12231,2023-06-13 08:10:39.313912,8:10
174,-100,-82.85,24607,12376,2023-06-13 08:10:41.179973,8:10
175,-100,-83.51,24771,12395,2023-06-13 08:10:43.195632,8:10
176,-100,-83.35,25129,12734,2023-06-13 08:10:47.782789,8:10
177,-100,-84.37,25341,12607,2023-06-13 08:10:50.585836,8:10
178,-100,-87.02,25715,13108,2023-06-13 08:10:55.390992,8:10
179,-100,-87.77,25994,12886,2023-06-13 08:10:58.888621,8:10
180,-100,-88.94,26502,13616,2023-06-13 08:11:05.321626,8:11
181,-100,-89.39,26794,13178,2023-06-13 08:11:09.094906,8:11
182,-100,-91.28,27489,14311,2023-06-13 08:11:18.957704,8:11
183,-100,-91.64,27674,13363,2023-06-13 08:11:21.319319,8:11
184,-100,-92.83,28115,14752,2023-06-13 08:11:27.067629,8:11
185,-100,-94.12,28583,13831,2023-06-13 08:11:33.614374,8:11
186,-100,-94.07,28791,14960,2023-06-13 08:11:36.181385,8:11
187,-100,-95.04,29119,14159,2023-06-13 08:11:40.337027,8:11
188,-100,-95.5,29643,15484,2023-06-13 08:11:46.986279,8:11
189,-100,-94.94,29794,14310,2023-06-13 08:11:48.938737,8:11
190,100,-92.16,30107,15797,2023-06-13 08:11:52.938750,8:11
191,-100,-88.78,30396,14599,2023-06-13 08:11:56.435681,8:11
192,-100,-87.85,30539,15940,2023-06-13 08:11:58.194806,8:11
193,-100,-88.49,30876,14936,2023-06-13 08:12:02.384411,8:12
194,100,-85.72,31232,16296,2023-06-13 08:12:06.887396,8:12
195,-100,-86.09,31650,15354,2023-06-13 08:12:12.261130,8:12
196,100,-82.76,32425,17071,2023-06-13 08:12:22.400756,8:12
197,-100,-83.33,32655,15584,2023-06-13 08:12:25.298839,8:12
198,100,-80.89,33172,17588,2023-06-13 08:12:32.037100,8:12
