episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-128.5,98,98,2023-05-14 15:09:39.899254,15:9
2,-100,-108.66666666666667,178,80,2023-05-14 15:09:40.140980,15:9
3,-100,-98.75,286,206,2023-05-14 15:09:40.448210,15:9
4,-100,-78.8,423,217,2023-05-14 15:09:40.857608,15:9
5,-100,-91.0,529,312,2023-05-14 15:09:41.146806,15:9
6,-100,-107.28571428571429,640,328,2023-05-14 15:09:41.460882,15:9
7,-100,-103.0,740,412,2023-05-14 15:09:41.755227,15:9
8,-100,-109.0,831,419,2023-05-14 15:09:42.033723,15:9
9,-100,-111.8,940,521,2023-05-14 15:09:42.355312,15:9
10,-100,-113.27272727272727,1032,511,2023-05-14 15:09:43.055406,15:9
11,-100,-121.5,1126,615,2023-05-14 15:09:43.685460,15:9
12,-100,-126.53846153846153,1204,589,2023-05-14 15:09:44.227904,15:9
13,-100,-130.21428571428572,1327,738,2023-05-14 15:09:45.056654,15:9
14,-100,-137.8,1417,679,2023-05-14 15:09:45.667680,15:9
15,-100,-141.0,1479,800,2023-05-14 15:09:46.088090,15:9
16,-100,-138.58823529411765,1593,793,2023-05-14 15:09:46.857271,15:9
17,-100,-139.44444444444446,1723,930,2023-05-14 15:09:47.747303,15:9
18,-100,-136.21052631578948,1782,852,2023-05-14 15:09:48.146941,15:9
19,-100,-147.4,1880,1028,2023-05-14 15:09:48.824052,15:9
20,-100,-147.42857142857142,1968,940,2023-05-14 15:09:49.423926,15:9
21,-100,-145.5909090909091,2066,1126,2023-05-14 15:09:50.097083,15:9
22,-100,-143.82608695652175,2166,1040,2023-05-14 15:09:50.789121,15:9
23,-100,-150.375,2327,1287,2023-05-14 15:09:51.889201,15:9
24,-100,-145.24,2428,1141,2023-05-14 15:09:52.575116,15:9
25,-100,-144.0,2529,1388,2023-05-14 15:09:53.269234,15:9
26,-100,-146.2962962962963,2633,1245,2023-05-14 15:09:53.972479,15:9
27,-100,-145.71428571428572,2718,1473,2023-05-14 15:09:54.554607,15:9
28,-100,-144.58620689655172,2827,1354,2023-05-14 15:09:55.291828,15:9
29,-100,-143.43333333333334,2891,1537,2023-05-14 15:09:55.733063,15:9
30,-100,-137.09677419354838,2992,1455,2023-05-14 15:09:56.417138,15:9
31,-100,-136.5625,3075,1620,2023-05-14 15:09:56.987408,15:9
32,-100,-136.06060606060606,3180,1560,2023-05-14 15:09:57.699422,15:9
33,-100,-139.76470588235293,3296,1736,2023-05-14 15:09:58.483589,15:9
34,-100,-138.97142857142856,3392,1656,2023-05-14 15:09:59.139917,15:9
