Wall time,Step,Value
1687641457.53958,349,-236.9134979248047
1687641458.5122914,741,-253.2333984375
1687641459.589788,1066,-224.81735229492188
1687641460.3268602,1434,-208.9950714111328
1687641461.1978235,1879,-201.01296997070312
1687641462.009692,2283,-193.79302978515625
1687641462.8196023,2684,-194.01942443847656
1687641463.8650868,3145,-198.09371948242188
1687641464.6995325,3505,-193.6724090576172
1687641465.570304,3951,-191.68812561035156
1687641466.32835,4366,-184.26556396484375
1687641467.1645386,4800,-180.61154174804688
1687641467.8820581,5182,-177.86978149414062
1687641468.7274172,5620,-170.77801513671875
1687641469.4248235,5967,-169.1132354736328
1687641470.2224994,6378,-165.86183166503906
1687641471.1358266,6837,-161.89041137695312
1687641471.8647625,7219,-157.2853240966797
1687641472.823671,7709,-154.01380920410156
1687641473.6970062,8155,-151.4021759033203
1687641474.6089866,8538,-148.56521606445312
1687641476.0307386,8943,-144.12646484375
1687641477.3503926,9346,-140.830810546875
1687641478.6700618,9746,-137.5253143310547
1687641479.6670778,10118,-136.01776123046875
1687641480.6244142,10491,-129.56185913085938
1687641481.6514452,10911,-122.04075622558594
1687641483.1399503,11329,-117.60452270507812
1687641484.037145,11692,-114.9249038696289
1687641485.1500506,12127,-109.9146728515625
1687641486.2298486,12538,-107.77406311035156
1687641487.2987974,12967,-102.1962890625
1687641488.3513715,13388,-95.84626770019531
1687641489.7693183,13937,-91.82013702392578
1687641490.9907181,14427,-86.70889282226562
1687641492.501736,14989,-83.26809692382812
1687641493.8104892,15484,-78.68854522705078
1687641495.0324724,15944,-73.92416381835938
1687641496.4104264,16480,-73.22557830810547
1687641497.5042305,16890,-69.0407485961914
1687641499.180509,17525,-65.19573211669922
1687641500.4712899,18011,-63.19682693481445
1687641503.545846,19017,-68.5840072631836
1687641514.236004,21753,-70.4592514038086
1687641530.7191324,25753,-68.25485229492188
1687641547.3414314,29753,-65.89722442626953
1687641560.0803094,33245,-66.70128631591797
1687641576.6959002,36833,-72.20686340332031
1687641588.0215168,39826,-73.19638061523438
1687641601.4014127,43584,-74.74894714355469
1687641613.4142635,46929,-77.55281066894531
1687641630.2323434,50929,-76.80917358398438
1687641646.5259535,54929,-76.69560241699219
1687641662.6678333,58929,-75.19621276855469
1687641674.6191194,62202,-74.30572509765625
1687641693.0365143,66202,-70.74665832519531
1687641708.7119403,70202,-70.07344055175781
1687641721.202719,73421,-68.98818969726562
1687641736.960566,77421,-67.54022979736328
1687641753.0868213,80689,-67.91261291503906
1687641770.4020345,84689,-68.58053588867188
1687641786.6722536,88640,-65.0809097290039
1687641800.5834367,92156,-62.101863861083984
1687641809.143384,94526,-57.80659866333008
1687641810.2876086,94972,-55.88653564453125
1687641812.2067766,95628,-57.680816650390625
1687641818.7238433,97298,-52.27975082397461
1687641829.014632,100257,-41.53729248046875
1687641834.0410893,101761,-35.02686309814453
1687641838.1128983,103129,-27.790172576904297
1687641843.5471177,104871,-22.521007537841797
1687641845.3312378,105540,-20.898649215698242
1687641847.8192275,106403,-13.19337272644043
1687641850.3689547,107117,-12.167884826660156
1687641852.182826,107761,-9.468223571777344
1687641854.6195138,108617,-2.4589855670928955
1687641856.8696263,109418,0.2041492611169815
1687641859.8226802,110392,2.451700210571289
1687641865.3660011,112199,13.841137886047363
1687641872.4486444,114382,16.424217224121094
1687641874.1337185,115013,14.494763374328613
1687641878.1852868,116352,15.664532661437988
1687641885.5575845,118507,20.963977813720703
1687641888.570351,119549,25.343414306640625
1687641898.4024606,122561,33.94357681274414
1687641906.9907172,125141,39.49043655395508
1687641916.5739224,127924,36.0181770324707
1687641924.560906,130418,37.72661209106445
1687641930.8588796,132335,37.52949905395508
1687641936.0939426,133968,41.831336975097656
1687641938.7713954,134882,46.89564895629883
1687641945.1891694,136866,46.0598030090332
1687641956.5431185,140100,50.51047897338867
1687641962.8110487,142146,57.38142013549805
1687641969.248795,144079,57.42096710205078
1687641975.5112703,145916,56.17798614501953
1687641978.3573864,146925,58.70451736450195
1687641981.5971951,148031,62.01960754394531
1687641986.6756747,149736,69.80024719238281
1687641989.70693,150803,70.99283599853516
1687641992.5559223,151775,73.03252410888672
1687641995.7384095,152878,78.3814926147461
1687641998.3239195,153747,80.7892074584961
1687642003.2756193,155204,77.2189712524414
1687642009.5602772,157283,82.62838745117188
1687642013.9069111,158733,93.1198959350586
1687642015.8036776,159431,96.8539810180664
1687642020.9109335,161149,101.42179870605469
1687642023.703285,162115,103.74906921386719
1687642026.437455,163059,101.1456298828125
1687642028.4399438,163789,100.27971649169922
1687642029.8002212,164311,101.22675323486328
1687642032.8325572,165329,101.7397689819336
1687642037.7401965,166913,106.1657943725586
1687642044.5334918,168945,107.827392578125
1687642047.6721733,170016,105.47882843017578
1687642048.862635,170473,101.80155181884766
1687642053.3374064,171771,94.89299774169922
1687642060.4173007,173966,88.82440185546875
1687642064.8673034,175411,89.68468475341797
1687642069.5451589,176920,89.78868103027344
1687642077.6533878,179178,94.83698272705078
1687642083.917389,181167,96.22134399414062
1687642090.746327,183358,92.24331665039062
1687642099.514837,185982,95.4256591796875
1687642106.0655713,188020,96.23697662353516
1687642113.6507196,190367,95.62384033203125
1687642124.7057152,193820,97.57797241210938
1687642135.937044,197258,98.98966217041016
1687642140.975007,198724,90.67549133300781
1687642148.6582022,201177,87.13504791259766
1687642150.6030269,201891,86.16122436523438
1687642151.7604496,202334,78.79845428466797
1687642153.4844549,202974,75.18767547607422
1687642158.4455597,204602,75.83984375
1687642160.9779358,205489,78.8205337524414
1687642164.242386,206565,82.09959411621094
