episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-78.0,64,64,2023-05-15 06:06:21.609645,6:6
2,-100,-47.666666666666664,155,91,2023-05-15 06:06:31.323384,6:6
3,-100,-34.0,264,173,2023-05-15 06:06:42.881949,6:6
4,-100,-97.2,345,172,2023-05-15 06:06:51.451134,6:6
5,-100,-107.5,448,276,2023-05-15 06:07:02.532154,6:7
6,-100,-148.28571428571428,551,275,2023-05-15 06:07:13.566824,6:7
7,-100,-144.0,619,344,2023-05-15 06:07:20.799651,6:7
8,-100,-139.22222222222223,710,366,2023-05-15 06:07:30.467483,6:7
9,-100,-140.8,778,412,2023-05-15 06:07:37.658582,6:7
10,-100,-134.27272727272728,848,436,2023-05-15 06:07:45.168723,6:7
11,-100,-139.08333333333334,945,509,2023-05-15 06:07:55.408933,6:7
12,-100,-149.15384615384616,1053,544,2023-05-15 06:08:07.955713,6:8
13,-100,-148.0,1114,570,2023-05-15 06:08:15.095937,6:8
14,-100,-154.4,1240,670,2023-05-15 06:08:29.919210,6:8
15,-100,-159.9375,1338,668,2023-05-15 06:08:41.313816,6:8
16,-100,-153.8235294117647,1398,730,2023-05-15 06:08:48.290318,6:8
17,-100,-150.66666666666666,1519,789,2023-05-15 06:09:02.503811,6:9
18,-100,-151.47368421052633,1627,838,2023-05-15 06:09:15.229030,6:9
19,-100,-147.5,1699,861,2023-05-15 06:09:23.620921,6:9
20,-100,-145.38095238095238,1817,956,2023-05-15 06:09:37.337308,6:9
21,-100,-143.1818181818182,1966,1010,2023-05-15 06:09:54.800994,6:9
22,-100,-144.2608695652174,2048,1038,2023-05-15 06:10:04.334245,6:10
23,-100,-144.375,2161,1123,2023-05-15 06:10:17.245307,6:10
24,-100,-141.4,2241,1118,2023-05-15 06:10:26.637276,6:10
25,-100,-147.30769230769232,2371,1253,2023-05-15 06:10:41.761115,6:10
26,-100,-146.55555555555554,2466,1213,2023-05-15 06:10:53.046268,6:10
27,-100,-145.96428571428572,2581,1368,2023-05-15 06:11:06.534069,6:11
28,-100,-143.10344827586206,2676,1308,2023-05-15 06:11:17.639782,6:11
29,-100,-145.23333333333332,2791,1483,2023-05-15 06:11:31.128993,6:11
30,-100,-143.29032258064515,2865,1382,2023-05-15 06:11:39.923474,6:11
31,-100,-142.21875,2953,1571,2023-05-15 06:11:50.235371,6:11
32,-100,-141.4848484848485,3079,1508,2023-05-15 06:12:05.013123,6:12
33,-100,-143.1764705882353,3163,1655,2023-05-15 06:12:14.808752,6:12
34,-100,-152.05714285714285,3291,1636,2023-05-15 06:12:29.836523,6:12
35,-100,-150.86111111111111,3376,1740,2023-05-15 06:12:39.707954,6:12
36,-100,-151.0810810810811,3466,1726,2023-05-15 06:12:50.179919,6:12
37,-100,-150.47368421052633,3544,1818,2023-05-15 06:12:59.351312,6:12
38,-100,-150.6153846153846,3627,1809,2023-05-15 06:13:09.016456,6:13
39,-100,-148.55,3708,1899,2023-05-15 06:13:18.462731,6:13
40,-100,-146.7560975609756,3785,1886,2023-05-15 06:13:27.419667,6:13
41,-100,-145.6904761904762,3880,1994,2023-05-15 06:13:38.690847,6:13
42,-100,-143.93023255813952,3954,1960,2023-05-15 06:13:47.381191,6:13
43,-100,-149.47727272727272,4051,2091,2023-05-15 06:13:58.750308,6:13
44,-100,-147.95555555555555,4145,2054,2023-05-15 06:14:09.839035,6:14
45,-100,-145.69565217391303,4268,2214,2023-05-15 06:14:24.175261,6:14
46,-100,-144.2127659574468,4377,2163,2023-05-15 06:14:36.984978,6:14
47,-100,-142.33333333333334,4508,2345,2023-05-15 06:14:52.592170,6:14
48,-100,-139.59183673469389,4601,2256,2023-05-15 06:15:03.432158,6:15
49,-100,-138.46,4750,2494,2023-05-15 06:15:20.973335,6:15
50,-100,-137.54901960784315,4866,2372,2023-05-15 06:15:34.579572,6:15
51,-100,-138.15384615384616,4969,2597,2023-05-15 06:15:46.453480,6:15
52,-100,-136.79245283018867,5098,2501,2023-05-15 06:16:01.568310,6:16
53,-100,-135.87037037037038,5220,2719,2023-05-15 06:16:15.863924,6:16
54,-100,-135.3272727272727,5328,2609,2023-05-15 06:16:28.343601,6:16
55,-100,-134.08928571428572,5440,2831,2023-05-15 06:16:41.640636,6:16
56,-100,-134.43859649122808,5549,2718,2023-05-15 06:16:54.380121,6:16
57,-100,-131.0,5629,2911,2023-05-15 06:17:03.763150,6:17
58,-100,-129.91525423728814,5707,2796,2023-05-15 06:17:12.842039,6:17
59,-100,-129.15,5800,3004,2023-05-15 06:17:23.729306,6:17
60,-100,-128.45901639344262,5880,2876,2023-05-15 06:17:33.096643,6:17
61,-100,-127.80645161290323,5975,3099,2023-05-15 06:17:44.148347,6:17
62,-100,-127.28571428571429,6109,3010,2023-05-15 06:17:59.885699,6:17
63,-100,-126.0625,6179,3169,2023-05-15 06:18:08.129386,6:18
64,-100,-124.78461538461538,6278,3109,2023-05-15 06:18:20.082358,6:18
65,-100,-122.92424242424242,6455,3346,2023-05-15 06:18:41.424307,6:18
66,-100,-121.44776119402985,6532,3186,2023-05-15 06:18:50.710883,6:18
67,-100,-120.3970588235294,6614,3428,2023-05-15 06:19:00.638006,6:19
68,-100,-119.84057971014492,6731,3303,2023-05-15 06:19:14.735318,6:19
69,-100,-119.28571428571429,6872,3569,2023-05-15 06:19:31.323974,6:19
70,-100,-118.56338028169014,6982,3413,2023-05-15 06:19:44.180238,6:19
71,-100,-118.36111111111111,7078,3665,2023-05-15 06:19:55.447521,6:19
72,-100,-117.16438356164383,7211,3546,2023-05-15 06:20:10.982712,6:20
73,-100,-116.52702702702703,7325,3779,2023-05-15 06:20:24.222132,6:20
74,-100,-115.26666666666667,7467,3688,2023-05-15 06:20:40.784051,6:20
75,-100,-113.85526315789474,7601,3913,2023-05-15 06:20:56.344850,6:20
76,-100,-112.75324675324676,7762,3849,2023-05-15 06:21:15.151261,6:21
77,-100,-112.06410256410257,7907,4058,2023-05-15 06:21:32.218028,6:21
78,-100,-112.78481012658227,8024,3966,2023-05-15 06:21:45.938111,6:21
79,-100,-112.175,8153,4187,2023-05-15 06:22:01.095074,6:22
80,-100,-112.49382716049382,8235,4048,2023-05-15 06:22:10.757082,6:22
81,-100,-111.6219512195122,8352,4304,2023-05-15 06:22:24.563305,6:22
82,-100,-111.2289156626506,8417,4113,2023-05-15 06:22:32.226863,6:22
83,-100,-110.73809523809524,8481,4368,2023-05-15 06:22:39.666358,6:22
84,-100,-110.03529411764706,8641,4273,2023-05-15 06:22:58.536216,6:22
85,-100,-108.79069767441861,8760,4487,2023-05-15 06:23:12.537182,6:23
86,-100,-107.72413793103448,8893,4406,2023-05-15 06:23:28.033141,6:23
87,-100,-107.29545454545455,9035,4629,2023-05-15 06:23:44.696622,6:23
88,-100,-106.35955056179775,9231,4602,2023-05-15 06:24:07.611603,6:24
89,-100,-105.0111111111111,9412,4810,2023-05-15 06:24:28.816983,6:24
90,-100,-104.24175824175825,9574,4764,2023-05-15 06:24:47.008335,6:24
91,-100,-103.83695652173913,9737,4973,2023-05-15 06:25:05.954899,6:25
92,-100,-103.21505376344086,9816,4843,2023-05-15 06:25:15.231116,6:25
93,-100,-102.65957446808511,10026,5183,2023-05-15 06:25:39.956924,6:25
94,-100,-102.06315789473685,10180,4997,2023-05-15 06:25:57.968960,6:25
95,-100,-101.58333333333333,10287,5290,2023-05-15 06:26:10.622576,6:26
96,-100,-101.05154639175258,10396,5106,2023-05-15 06:26:23.431573,6:26
97,-100,-100.56122448979592,10616,5510,2023-05-15 06:26:49.227057,6:26
98,-100,-100.21212121212122,10783,5273,2023-05-15 06:27:08.766815,6:27
99,-100,-100.54,10880,5607,2023-05-15 06:27:19.966685,6:27
100,-100,-99.44,10967,5360,2023-05-15 06:27:30.179267,6:27
101,-100,-100.17,11102,5742,2023-05-15 06:27:46.030072,6:27
102,-100,-100.51,11188,5446,2023-05-15 06:27:56.135119,6:27
103,-100,-97.3,11311,5865,2023-05-15 06:28:10.683076,6:28
104,-100,-96.07,11437,5572,2023-05-15 06:28:25.493455,6:28
105,-100,-91.96,11553,5981,2023-05-15 06:28:39.110304,6:28
106,-100,-91.9,11685,5704,2023-05-15 06:28:54.476705,6:28
107,-100,-91.15,11816,6112,2023-05-15 06:29:09.920699,6:29
108,-100,-90.3,11887,5775,2023-05-15 06:29:18.220080,6:29
109,-100,-90.1,11956,6181,2023-05-15 06:29:26.293783,6:29
110,-100,-88.48,12042,5861,2023-05-15 06:29:36.426909,6:29
111,-100,-85.92,12246,6385,2023-05-15 06:30:00.387482,6:30
112,-100,-85.12,12328,5943,2023-05-15 06:30:10.032186,6:30
113,-100,-83.21,12449,6506,2023-05-15 06:30:24.244384,6:30
114,-100,-81.47,12533,6027,2023-05-15 06:30:34.126912,6:30
115,-100,-81.67,12753,6726,2023-05-15 06:30:59.979339,6:30
116,-100,-81.35,12873,6147,2023-05-15 06:31:14.201253,6:31
117,-100,-80.15,12988,6841,2023-05-15 06:31:27.801346,6:31
118,-100,-79.55,13148,6307,2023-05-15 06:31:46.657876,6:31
119,-100,-79.18,13265,6958,2023-05-15 06:32:00.266888,6:32
120,-100,-78.72,13342,6384,2023-05-15 06:32:09.324789,6:32
121,-100,-77.28,13464,7080,2023-05-15 06:32:23.863296,6:32
122,-100,-76.07,13561,6481,2023-05-15 06:32:35.274162,6:32
123,-100,-75.94,13681,7200,2023-05-15 06:32:49.379013,6:32
124,-100,-73.53,13759,6559,2023-05-15 06:32:58.477143,6:32
125,-100,-75.3,14216,7657,2023-05-15 06:33:53.076362,6:33
126,-18,-73.63,15216,7559,2023-05-15 06:35:55.244244,6:35
127,-100,-73.5,15323,7764,2023-05-15 06:36:07.448531,6:36
128,-100,-71.58,15412,7648,2023-05-15 06:36:17.703876,6:36
129,0,-70.74,16412,8764,2023-05-15 06:38:21.242025,6:38
130,100,-68.13,17266,8502,2023-05-15 06:40:03.045825,6:40
131,0,-66.9,18266,9764,2023-05-15 06:42:04.949332,6:42
132,-100,-64.82,18428,8664,2023-05-15 06:42:23.671029,6:42
133,-100,-61.43,18574,9910,2023-05-15 06:42:40.516420,6:42
134,-1,-60.48,19574,9664,2023-05-15 06:44:40.775159,6:44
135,-100,-60.68,19691,10027,2023-05-15 06:44:54.386834,6:44
136,-100,-59.8,19816,9789,2023-05-15 06:45:08.909990,6:45
137,-100,-59.05,20086,10297,2023-05-15 06:45:40.025584,6:45
138,0,-56.95,21086,10789,2023-05-15 06:47:41.254911,6:47
139,0,-55.68,22086,11297,2023-05-15 06:49:39.565803,6:49
140,0,-54.36,23086,11789,2023-05-15 06:51:37.877579,6:51
141,0,-53.3,24086,12297,2023-05-15 06:53:37.161871,6:53
142,100,-47.6,24483,12186,2023-05-15 06:54:23.300198,6:54
143,-100,-47.71,24640,12454,2023-05-15 06:54:41.417381,6:54
144,-100,-49.24,25083,12629,2023-05-15 06:55:32.246022,6:55
145,-100,-50.36,25346,12717,2023-05-15 06:56:02.605600,6:56
146,0,-48.29,26346,13629,2023-05-15 06:58:02.231411,6:58
147,0,-48.49,27346,13717,2023-05-15 07:00:03.953144,7:0
148,-100,-50.26,28251,14534,2023-05-15 07:01:52.884143,7:1
149,100,-46.59,28686,14152,2023-05-15 07:02:43.400021,7:2
150,-100,-46.48,29249,15097,2023-05-15 07:03:49.813794,7:3
151,0,-46.09,30249,15152,2023-05-15 07:05:51.549170,7:5
152,2,-45.36,31249,16097,2023-05-15 07:07:54.384063,7:7
153,0,-44.29,32249,16152,2023-05-15 07:09:54.205070,7:9
154,1,-44.41,33249,17097,2023-05-15 07:11:53.902213,7:11
155,-1,-43.04,34249,17152,2023-05-15 07:13:54.638172,7:13
156,100,-40.97,34861,17709,2023-05-15 07:15:06.728872,7:15
157,-1,-40.41,35861,18152,2023-05-15 07:17:06.019961,7:17
158,1,-40.25,36861,18709,2023-05-15 07:19:06.736386,7:19
159,0,-39.54,37861,19152,2023-05-15 07:21:09.679241,7:21
160,12,-36.91,38861,19709,2023-05-15 07:23:10.250191,7:23
161,100,-33.24,39227,19518,2023-05-15 07:23:52.444763,7:23
162,-100,-34.81,39668,20150,2023-05-15 07:24:43.829316,7:24
163,1,-34.27,40668,20518,2023-05-15 07:26:45.892655,7:26
164,-12,-33.98,41668,21150,2023-05-15 07:28:46.473741,7:28
165,0,-32.92,42668,21518,2023-05-15 07:30:46.541012,7:30
166,-1,-31.76,43668,22150,2023-05-15 07:32:45.857189,7:32
167,0,-29.95,44668,22518,2023-05-15 07:34:47.050788,7:34
168,-100,-29.4,45176,22658,2023-05-15 07:35:46.899105,7:35
169,6,-28.86,46176,23518,2023-05-15 07:37:49.524771,7:37
170,0,-28.28,47176,23658,2023-05-15 07:39:50.881135,7:39
171,0,-28.26,48176,24518,2023-05-15 07:41:49.248343,7:41
172,-1,-27.45,49176,24658,2023-05-15 07:43:50.299240,7:43
173,1,-27.82,50176,25518,2023-05-15 07:45:53.203348,7:45
174,-100,-28.53,51070,25552,2023-05-15 07:47:42.920128,7:47
175,1,-27.75,52070,26518,2023-05-15 07:49:45.249557,7:49
176,4,-26.97,53070,26552,2023-05-15 07:51:44.560952,7:51
177,-1,-25.51,54070,27518,2023-05-15 07:53:46.237506,7:53
178,-100,-25.86,54728,27210,2023-05-15 07:55:04.422489,7:55
179,0,-22.93,55728,28518,2023-05-15 07:57:07.312853,7:57
180,0,-22.93,56728,28210,2023-05-15 07:59:10.978715,7:59
181,100,-20.14,56945,28735,2023-05-15 07:59:36.516951,7:59
182,-100,-20.23,57337,28602,2023-05-15 08:00:23.186044,8:0
183,-100,-22.56,57767,29165,2023-05-15 08:01:14.547787,8:1
184,-100,-23.31,58165,29000,2023-05-15 08:02:02.176586,8:2
185,-100,-24.17,58606,29606,2023-05-15 08:02:54.937767,8:2
186,-100,-24.87,59173,29567,2023-05-15 08:04:03.797173,8:4
187,-100,-25.56,59587,30020,2023-05-15 08:04:53.031910,8:4
188,-100,-28.02,60302,30282,2023-05-15 08:06:20.649048,8:6
189,-100,-28.9,60816,30534,2023-05-15 08:07:22.306531,8:7
190,-100,-30.31,61074,30540,2023-05-15 08:07:52.982347,8:7
191,100,-27.25,61496,30956,2023-05-15 08:08:43.630595,8:8
192,-100,-27.62,61906,30950,2023-05-15 08:09:33.783101,8:9
193,100,-24.87,62610,31660,2023-05-15 08:11:00.285495,8:11
194,0,-23.26,63610,31950,2023-05-15 08:13:00.702260,8:13
195,-2,-22.54,64610,32660,2023-05-15 08:15:03.347247,8:15
196,100,-19.46,65130,32470,2023-05-15 08:16:05.208829,8:16
