episode,score,average score,time
154,-45.44014742842393,33.20870026819828,2023-05-10 01:38:49.372179
155,11.047637850502639,34.86465815829057,2023-05-10 01:39:20.831910
156,189.08193501726862,36.879323362878814,2023-05-10 01:40:31.153135
157,-89.20415282132134,36.34273728399822,2023-05-10 01:43:36.997434
158,-43.87136355398043,34.04833449942825,2023-05-10 01:45:04.814048
159,245.19117318515904,38.05157158174456,2023-05-10 01:46:15.418947
160,80.42675759875394,39.07405626089114,2023-05-10 01:49:22.699094
161,-18.369136351531417,39.11601322961928,2023-05-10 01:52:28.620422
162,-3.9223373331823685,39.64079683167333,2023-05-10 01:55:35.176297
163,187.49895547747494,41.52282875696088,2023-05-10 01:57:31.814937
164,-67.88966052706877,41.012714840320385,2023-05-10 02:00:29.944114
165,175.60422058342533,41.30936072887448,2023-05-10 02:03:02.521130
166,202.35194820363807,43.23953854420957,2023-05-10 02:05:03.656086
167,-16.798297793975742,43.422348331676915,2023-05-10 02:08:10.168159
168,-53.312751060040846,43.3246712376149,2023-05-10 02:08:42.419332
169,261.25403172934136,46.45011906828411,2023-05-10 02:09:51.391340
170,239.09402467537166,49.048414548595126,2023-05-10 02:11:25.402283
171,-50.637278935252716,48.72189034241458,2023-05-10 02:14:31.385495
172,128.61847322175208,50.27061810319801,2023-05-10 02:17:32.742815
173,-24.571316386979078,47.36283013153821,2023-05-10 02:20:40.361653
174,204.67576074553898,49.77658406363717,2023-05-10 02:21:41.681335
175,215.81500779335968,51.92649557661573,2023-05-10 02:23:51.923435
176,-50.33520874642399,50.42595752033988,2023-05-10 02:27:00.997254
177,0.8225262181598083,51.232322670711845,2023-05-10 02:27:30.402037
178,43.230803728501954,51.6663077388665,2023-05-10 02:30:46.569090
179,136.51389498512594,54.32880714277787,2023-05-10 02:32:54.984488
180,168.06413312433747,56.93402231077345,2023-05-10 02:34:04.255332
181,-6.174957926634621,57.29645068459499,2023-05-10 02:37:12.489897
182,276.2776311140693,60.372739538945396,2023-05-10 02:38:14.077904
183,261.7720100787237,61.50810321106337,2023-05-10 02:39:22.385954
184,180.84720561480447,63.84041105312489,2023-05-10 02:40:47.706330
185,-331.12835661150194,58.31677776076773,2023-05-10 02:43:27.928169
186,265.4807713383123,61.54684059513869,2023-05-10 02:44:32.124239
187,199.9277573801058,64.56326719166013,2023-05-10 02:46:10.284174
188,286.20546888266904,65.86618736131747,2023-05-10 02:47:23.993893
189,191.28081927977226,68.45457410643233,2023-05-10 02:49:15.407590
190,285.2198159996814,71.66864204472475,2023-05-10 02:49:54.454228
191,-2.430259886700803,71.88252988242361,2023-05-10 02:53:05.091374
192,-0.1734113681367262,72.6747003357361,2023-05-10 02:53:24.882048
193,271.6061525299623,72.64549186239257,2023-05-10 02:54:14.132259
194,-32.48105846652055,70.85829656736176,2023-05-10 02:54:36.999620
195,-23.039691383966414,70.74352214489669,2023-05-10 02:54:50.641730
196,301.93705021113743,71.60217425163951,2023-05-10 02:55:25.776855
197,242.1976490291659,72.29659508199367,2023-05-10 02:56:46.024245
198,219.24022373037366,74.62840289047016,2023-05-10 02:58:31.760774
199,-25.286927197325284,72.09282154717785,2023-05-10 02:58:48.908775
200,2.3767472511905083,69.86602843070887,2023-05-10 02:59:06.810417
201,143.86650319622007,71.7824266258341,2023-05-10 03:01:36.315855
202,-33.39064514796013,71.23941207482424,2023-05-10 03:01:53.474449
203,184.49494423833164,73.49712520447797,2023-05-10 03:02:56.073117
204,-38.003701894405495,74.42325521344726,2023-05-10 03:03:12.564749
205,4.888191027326016,75.30637105974861,2023-05-10 03:03:35.477415
206,24.261068347174714,72.82992967058526,2023-05-10 03:03:48.710366
207,143.80832722407962,75.55579841435234,2023-05-10 03:05:52.144019
208,198.41293818438737,75.75090100401252,2023-05-10 03:07:08.033372
209,204.46328058488757,75.24408667275506,2023-05-10 03:08:25.567753
210,-59.88044212167857,73.22738624300874,2023-05-10 03:08:37.818550
211,-45.56252258987924,72.93769105753385,2023-05-10 03:09:38.832653
212,-111.10179627107281,74.19348851645515,2023-05-10 03:09:51.051863
213,186.34096028590736,78.9517522650407,2023-05-10 03:11:03.777731
214,-6.965943553703511,79.18662916075392,2023-05-10 03:11:35.085811
215,243.8222121214607,79.87003585214188,2023-05-10 03:12:31.222158
216,180.96079393369956,79.37502270668057,2023-05-10 03:14:35.960894
217,-35.44476576308541,79.71630599126,2023-05-10 03:17:44.939565
218,233.83333740872808,80.80402391500884,2023-05-10 03:18:37.197352
219,-130.06166246044393,77.87665720853978,2023-05-10 03:18:48.815676
220,-18.812949221172133,75.38262332122585,2023-05-10 03:19:40.445417
221,-201.23267691730024,71.9477274865232,2023-05-10 03:19:52.079750
222,151.64524227260512,72.02939191846244,2023-05-10 03:21:40.335291
223,-147.1919720095868,68.1656199541395,2023-05-10 03:22:19.211146
224,-61.81148139346615,68.00049962506182,2023-05-10 03:22:30.246107
225,106.64956722461388,69.26266576769305,2023-05-10 03:25:02.795086
226,29.645913596465846,69.9353194307374,2023-05-10 03:25:26.335377
227,-7.1175270713826535,68.10229012885817,2023-05-10 03:25:39.303227
228,10.65513576198768,69.83613634605281,2023-05-10 03:28:46.157838
229,159.78472803951095,72.58503387944677,2023-05-10 03:31:20.225921
230,182.36856570208582,71.73971967229117,2023-05-10 03:33:28.916978
231,244.14759486058875,72.59761642483859,2023-05-10 03:34:18.959184
232,194.5682152305528,74.067483120803,2023-05-10 03:35:12.612708
233,127.57041198988486,75.60003503690483,2023-05-10 03:38:00.473549
234,211.86634846732454,78.69116568042612,2023-05-10 03:39:34.247914
235,-265.3987711368153,73.77811817164667,2023-05-10 03:42:14.074093
236,-167.2914564269932,70.10905101719017,2023-05-10 03:44:04.132494
237,-130.92135660699674,69.18550789681944,2023-05-10 03:44:24.539290
238,5.693531243566298,69.52306647661435,2023-05-10 03:44:49.056239
239,215.7407637615243,68.72909255608234,2023-05-10 03:46:21.875044
240,-43.77783843466567,69.80839839656059,2023-05-10 03:49:29.976004
241,141.18100663225187,68.66761381127755,2023-05-10 03:52:02.522858
242,-49.50705674314779,68.43224154406143,2023-05-10 03:52:17.078528
243,-109.62304988521358,67.13722369388586,2023-05-10 03:53:00.075600
244,182.66884878108272,67.04351500127179,2023-05-10 03:55:24.007912
245,-35.84158262003466,65.25841277216448,2023-05-10 03:56:02.219737
246,-73.61679589165217,64.91636057527961,2023-05-10 03:59:12.429405
247,306.98434884746933,69.3865631532572,2023-05-10 03:59:49.024294
248,66.43890536585994,68.14953666762028,2023-05-10 04:02:52.205370
249,-24.51566862265958,69.60083525373659,2023-05-10 04:06:01.357467
250,-6.7579405057391355,67.17010217771127,2023-05-10 04:09:09.768723
251,-9.05768581663271,67.06173964692331,2023-05-10 04:12:18.550169
252,-71.9622650302845,67.8930478619626,2023-05-10 04:12:37.657509
253,178.48265945905388,69.68989062451372,2023-05-10 04:14:06.953118
254,202.55398935114795,72.16983199230944,2023-05-10 04:15:08.143089
255,196.60014501757212,74.02535706398012,2023-05-10 04:16:19.836430
256,43.83083133964706,72.57284602720391,2023-05-10 04:17:00.514807
257,15.83027151761469,73.62319027059328,2023-05-10 04:17:19.762601
258,200.9452918907302,76.07135682504038,2023-05-10 04:18:33.560983
259,175.2679589127576,75.37212468231637,2023-05-10 04:19:20.130397
260,208.3590674087953,76.65144778041679,2023-05-10 04:21:14.739819
261,178.6181329348468,78.62132047328056,2023-05-10 04:22:55.735833
262,249.33882113594228,81.1539320579718,2023-05-10 04:23:53.845861
263,249.94108886024375,81.7783533917995,2023-05-10 04:25:05.171310
264,204.4867285342953,84.50211728241312,2023-05-10 04:26:09.141426
265,167.88584636129107,84.4249335401918,2023-05-10 04:27:23.009225
266,172.42142711260848,84.1256283292815,2023-05-10 04:28:56.674552
267,193.01255315295134,86.2237368387508,2023-05-10 04:29:52.660769
268,232.3026120754831,89.07989047010604,2023-05-10 04:31:13.637495
269,196.15958625462542,88.42894601535887,2023-05-10 04:32:51.392332
270,209.6303273268768,88.1343090418739,2023-05-10 04:34:15.823271
271,-14.047147010990429,88.50021036111656,2023-05-10 04:34:41.195043
272,253.23060897581416,89.74633171865716,2023-05-10 04:36:27.001013
273,181.75634559910554,91.809608338518,2023-05-10 04:37:17.893217
274,271.89066165141026,92.48175734757673,2023-05-10 04:37:58.985800
275,209.03268658671152,92.41393413551025,2023-05-10 04:39:31.181136
276,271.3113185005575,95.63039940798004,2023-05-10 04:40:15.439115
277,243.51727729618193,98.05734691876025,2023-05-10 04:41:25.405843
278,-19.900228173049612,97.42603659974473,2023-05-10 04:41:59.308160
279,270.0264097851808,98.7611617477453,2023-05-10 04:42:54.478007
