episode,score,average score,time
68,-43.513581023698876,-61.19652134744421,2023-05-09 20:35:29.962436
69,-26.21394524509503,-60.69677026026779,2023-05-09 20:35:42.747464
70,-23.360058482117235,-60.17090108029383,2023-05-09 20:35:55.573704
71,-8.846761967224444,-59.458065814834555,2023-05-09 20:36:08.714466
72,-43.78860499007543,-59.24341566655018,2023-05-09 20:36:22.413776
73,-70.23267656478971,-59.39191919220206,2023-05-09 20:36:35.770560
74,-32.22100693769621,-59.02964036214198,2023-05-09 20:36:48.578704
75,-74.95783064755081,-59.23922181326578,2023-05-09 20:37:01.113513
76,-12.068811733109602,-58.626619084952054,2023-05-09 20:37:14.301996
77,-20.757087677964797,-58.14111227204196,2023-05-09 20:37:27.154925
78,-43.240806883803764,-57.95250081143136,2023-05-09 20:37:40.195480
79,-64.26709338650078,-58.03143321861974,2023-05-09 20:37:54.170163
80,-24.20879775258479,-57.613869817804485,2023-05-09 20:38:07.422086
81,0.4143050542806832,-56.90620914863271,2023-05-09 20:38:21.294320
82,-7.26656533886297,-56.30814115092465,2023-05-09 20:38:34.793283
83,-48.127450815044924,-56.21075198025941,2023-05-09 20:38:48.105867
84,176.32069586128995,-53.47508788800589,2023-05-09 20:38:58.536221
85,171.94236641187194,-50.85395469847242,2023-05-09 20:39:08.863196
86,-33.2155210188286,-50.651214081465014,2023-05-09 20:39:22.338226
87,124.60262499123901,-48.65969318291158,2023-05-09 20:39:35.267999
88,86.45246760343954,-47.1415790167728,2023-05-09 20:39:48.449036
89,234.0030117820529,-44.017750230119184,2023-05-09 20:39:52.485282
90,229.68052010613218,-41.01007692972082,2023-05-09 20:39:58.240146
91,6.217368171334228,-40.49673513514413,2023-05-09 20:40:12.249644
92,-56.6160330458321,-40.67006091913002,2023-05-09 20:40:26.729006
93,24.814865730135338,-39.973412763286774,2023-05-09 20:40:40.747679
94,181.01369614649303,-37.647232669499616,2023-05-09 20:40:49.916618
95,-92.01891710337974,-38.213604382352536,2023-05-09 20:40:58.938818
96,249.99763145919363,-35.24235452831598,2023-05-09 20:41:04.031271
