episode,score,average score,time
403,248.30522860712057,159.22423388808974,2023-05-09 21:10:46.868865
404,259.97237204201883,158.96875773480187,2023-05-09 21:10:50.908564
405,171.81176665393366,158.01537378448774,2023-05-09 21:10:58.194591
406,230.38579594114725,160.2885466242755,2023-05-09 21:11:01.859198
407,202.98957272187613,159.8442102945222,2023-05-09 21:11:16.849859
408,271.8791062160698,161.46641261693776,2023-05-09 21:11:22.542446
409,266.7537133005728,161.49034413602357,2023-05-09 21:11:28.344706
410,-1.3574953346819285,158.56446967120945,2023-05-09 21:11:30.256117
411,245.3290671296119,158.0914942452815,2023-05-09 21:11:34.257827
412,234.459239436851,158.15548188207046,2023-05-09 21:11:38.738725
413,246.91429781822177,161.0269739403376,2023-05-09 21:11:42.741623
414,170.04439610705154,164.45360703615438,2023-05-09 21:11:49.603532
415,212.0938039159888,166.3222296290465,2023-05-09 21:11:53.324808
416,215.54918861689583,165.8531968692174,2023-05-09 21:11:59.015291
417,-15.632564714558825,163.38414090373553,2023-05-09 21:12:00.712707
418,-40.710226331086766,160.7112502676009,2023-05-09 21:12:02.267190
419,234.43333295785536,160.50449477896177,2023-05-09 21:12:07.735939
420,41.90398172307874,158.58540858367766,2023-05-09 21:12:09.241035
421,253.34668514586693,159.25036863902375,2023-05-09 21:12:14.861103
422,222.37425181056042,158.32604777510625,2023-05-09 21:12:18.387721
423,14.432655588571876,157.07545267379754,2023-05-09 21:12:20.057015
424,253.00482106450247,159.6811950147682,2023-05-09 21:12:25.254903
425,224.53416319839693,159.54551725660548,2023-05-09 21:12:29.226084
426,255.77886487630698,162.42757106146644,2023-05-09 21:12:35.608694
427,265.8155508505258,162.52507788566624,2023-05-09 21:12:39.489457
428,302.666238107263,162.87399642892842,2023-05-09 21:12:43.680406
