episode,score,average score,time
43,-152.20106768481193,-120.61174647815182,2023-05-10 09:37:44.591277
44,-120.69873396905398,-120.61367953350519,2023-05-10 09:40:46.302647
45,-110.8614039969923,-120.401673543581,2023-05-10 09:43:47.501053
46,-109.85962373331618,-120.1773746114477,2023-05-10 09:46:50.887495
47,-81.35316481060917,-119.36853690726355,2023-05-10 09:49:54.076411
48,-71.15971242864521,-118.38468334647543,2023-05-10 09:52:56.881750
49,-93.08470350331504,-117.87868374961221,2023-05-10 09:55:59.128782
50,-75.68327427423769,-117.05132277950683,2023-05-10 09:59:01.659600
51,-69.99616647879891,-116.14641592757015,2023-05-10 10:02:05.138015
52,-98.26309310606177,-115.80899474225868,2023-05-10 10:05:07.507391
53,-82.62310160097343,-115.19444116556821,2023-05-10 10:08:10.271642
54,-110.56919609449442,-115.11034580063958,2023-05-10 10:11:13.268575
55,-103.53720756016865,-114.90368261777404,2023-05-10 10:14:17.435400
56,-85.12843697458162,-114.38130988719172,2023-05-10 10:17:20.146458
57,-108.85513151539205,-114.28603094974689,2023-05-10 10:20:22.905154
58,-74.864536787331,-113.61787003173984,2023-05-10 10:23:25.977427
59,-90.32375248984782,-113.22963473937497,2023-05-10 10:26:28.473368
60,-44.85518603316876,-112.1087421376339,2023-05-10 10:29:26.559305
61,-102.16598494915641,-111.94837508620684,2023-05-10 10:32:25.146158
62,-80.94160003930514,-111.45620405371633,2023-05-10 10:35:23.605573
63,-56.97961025572863,-110.60500727562277,2023-05-10 10:38:23.196143
64,-80.13034925892146,-110.13616638305813,2023-05-10 10:41:21.359401
65,-119.15114937521307,-110.27275703445441,2023-05-10 10:44:20.933092
66,-76.8413019609543,-109.77378009305889,2023-05-10 10:47:20.708304
67,-124.48231193712236,-109.99008203194218,2023-05-10 10:50:21.766339
68,-58.30673359995766,-109.24104799669603,2023-05-10 10:53:21.723612
69,-49.3147610331146,-108.38495818293057,2023-05-10 10:56:23.678233
70,-57.51395739116229,-107.66846521403242,2023-05-10 10:59:23.838154
71,-75.97321592257214,-107.2282534183177,2023-05-10 11:02:24.743483
72,-65.01044396541273,-106.6499272614286,2023-05-10 11:05:25.302437
73,-32.49791724089245,-105.64787307196188,2023-05-10 11:08:22.887817
74,-97.34350779475633,-105.53714820159915,2023-05-10 11:11:22.425171
75,-73.20536947332326,-105.11173006043762,2023-05-10 11:14:21.393960
76,-80.8315909432812,-104.79640357839662,2023-05-10 11:17:20.924043
77,-57.960289776774715,-104.19594058093993,2023-05-10 11:20:21.900403
78,-49.06650237376455,-103.49809959097568,2023-05-10 11:23:23.459930
79,-39.39455878396321,-102.69680533088804,2023-05-10 11:26:26.240122
80,-47.42861069913165,-102.01448194037252,2023-05-10 11:29:26.933707
81,-89.25920574495035,-101.85892979164787,2023-05-10 11:32:29.437845
82,-30.60429506837639,-101.0004402166687,2023-05-10 11:35:28.756607
83,-67.3936393172818,-100.60035925358076,2023-05-10 11:38:29.526414
84,-57.4570913922347,-100.09279139638846,2023-05-10 11:41:30.985397
85,-68.66984067944308,-99.72740824851701,2023-05-10 11:44:30.612812
