episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
1,-100,-131.0,99,99,2023-06-13 08:50:49.970694,8:50
2,-100,-128.0,184,85,2023-06-13 08:50:51.452432,8:50
3,-100,-129.0,269,184,2023-06-13 08:50:52.759113,8:50
4,-100,-126.4,356,172,2023-06-13 08:50:54.116615,8:50
5,-100,-121.83333333333333,454,282,2023-06-13 08:50:55.657069,8:50
6,-100,-114.57142857142857,522,240,2023-06-13 08:50:56.615011,8:50
7,-100,-128.125,601,361,2023-06-13 08:50:57.852836,8:50
8,-100,-155.44444444444446,700,339,2023-06-13 08:50:59.351818,8:50
9,-100,-148.2,770,431,2023-06-13 08:51:00.468913,8:51
10,-100,-152.54545454545453,869,438,2023-06-13 08:51:01.881309,8:51
11,-100,-158.75,968,530,2023-06-13 08:51:03.429739,8:51
12,-100,-153.3846153846154,1033,503,2023-06-13 08:51:04.688991,8:51
13,-100,-149.71428571428572,1112,609,2023-06-13 08:51:05.976817,8:51
14,-100,-152.53333333333333,1240,631,2023-06-13 08:51:08.096395,8:51
15,-100,-153.1875,1334,703,2023-06-13 08:51:09.767128,8:51
16,-100,-152.88235294117646,1456,753,2023-06-13 08:51:11.816170,8:51
17,-100,-157.22222222222223,1589,836,2023-06-13 08:51:14.246713,8:51
18,-100,-153.57894736842104,1665,829,2023-06-13 08:51:15.397925,8:51
19,-100,-155.05,1777,948,2023-06-13 08:51:17.353889,8:51
20,-100,-152.47619047619048,1853,905,2023-06-13 08:51:18.697644,8:51
21,-100,-150.72727272727272,1933,1028,2023-06-13 08:51:20.092346,8:51
22,-100,-147.2173913043478,2013,985,2023-06-13 08:51:21.482008,8:51
23,-100,-145.33333333333334,2075,1090,2023-06-13 08:51:22.601154,8:51
24,-100,-143.68,2171,1081,2023-06-13 08:51:24.351192,8:51
25,-100,-142.3846153846154,2271,1190,2023-06-13 08:51:26.194152,8:51
26,-100,-138.44444444444446,2348,1158,2023-06-13 08:51:27.553994,8:51
27,-100,-134.03571428571428,2462,1304,2023-06-13 08:51:29.725361,8:51
28,-100,-131.3793103448276,2529,1225,2023-06-13 08:51:30.913084,8:51
29,-100,-129.6,2643,1418,2023-06-13 08:51:32.835721,8:51
30,-100,-128.74193548387098,2722,1304,2023-06-13 08:51:34.263537,8:51
31,-100,-128.34375,2787,1483,2023-06-13 08:51:35.406909,8:51
32,-100,-127.66666666666667,2866,1383,2023-06-13 08:51:36.893592,8:51
33,-100,-127.79411764705883,2971,1588,2023-06-13 08:51:38.692205,8:51
34,-100,-130.5142857142857,3059,1471,2023-06-13 08:51:40.256703,8:51
35,-100,-129.5,3140,1669,2023-06-13 08:51:41.608082,8:51
36,-100,-127.70270270270271,3219,1550,2023-06-13 08:51:42.919789,8:51
37,-100,-126.07894736842105,3292,1742,2023-06-13 08:51:44.240914,8:51
38,-100,-124.71794871794872,3387,1645,2023-06-13 08:51:45.871077,8:51
39,-100,-128.025,3521,1876,2023-06-13 08:51:48.212977,8:51
40,-100,-126.14634146341463,3604,1728,2023-06-13 08:51:49.789363,8:51
41,-100,-127.69047619047619,3731,2003,2023-06-13 08:51:52.296934,8:51
42,-100,-129.37209302325581,3792,1789,2023-06-13 08:51:53.556119,8:51
43,-100,-128.9318181818182,3909,2120,2023-06-13 08:51:55.686209,8:51
44,-100,-132.15555555555557,4016,1896,2023-06-13 08:51:57.585940,8:51
45,-100,-135.58695652173913,4124,2228,2023-06-13 08:51:59.363217,8:51
46,-100,-133.29787234042553,4233,2005,2023-06-13 08:52:01.610609,8:52
47,-100,-134.60416666666666,4388,2383,2023-06-13 08:52:04.255294,8:52
48,-100,-133.77551020408163,4490,2107,2023-06-13 08:52:05.897986,8:52
49,-100,-133.08,4576,2469,2023-06-13 08:52:07.407047,8:52
50,-100,-136.66666666666666,4672,2203,2023-06-13 08:52:08.938501,8:52
51,-100,-136.26923076923077,4788,2585,2023-06-13 08:52:10.994153,8:52
52,-100,-134.1320754716981,4903,2318,2023-06-13 08:52:12.867076,8:52
53,-100,-134.0,5001,2683,2023-06-13 08:52:14.658484,8:52
54,-100,-135.61818181818182,5088,2405,2023-06-13 08:52:16.184043,8:52
55,-100,-133.69642857142858,5198,2793,2023-06-13 08:52:18.157953,8:52
56,-100,-137.1578947368421,5321,2528,2023-06-13 08:52:20.402939,8:52
57,-100,-139.43103448275863,5490,2962,2023-06-13 08:52:23.338454,8:52
58,-100,-139.83050847457628,5578,2616,2023-06-13 08:52:24.927681,8:52
59,-100,-138.16666666666666,5660,3044,2023-06-13 08:52:26.463569,8:52
60,-100,-137.55737704918033,5776,2732,2023-06-13 08:52:28.538041,8:52
61,-100,-135.79032258064515,5886,3154,2023-06-13 08:52:30.099002,8:52
62,-100,-135.6031746031746,5957,2803,2023-06-13 08:52:31.091285,8:52
63,-100,-138.984375,6066,3263,2023-06-13 08:52:32.567229,8:52
64,-100,-138.24615384615385,6143,2880,2023-06-13 08:52:33.693516,8:52
65,-100,-138.6818181818182,6266,3386,2023-06-13 08:52:35.302459,8:52
66,-100,-138.1492537313433,6343,2957,2023-06-13 08:52:36.349866,8:52
67,-100,-136.89705882352942,6434,3477,2023-06-13 08:52:37.629946,8:52
68,-100,-135.66666666666666,6530,3053,2023-06-13 08:52:39.272597,8:52
69,-100,-137.6,6631,3578,2023-06-13 08:52:40.707030,8:52
70,-100,-137.74647887323943,6734,3156,2023-06-13 08:52:42.082991,8:52
71,-100,-138.01388888888889,6828,3672,2023-06-13 08:52:43.339547,8:52
72,-100,-137.41095890410958,6933,3261,2023-06-13 08:52:44.838176,8:52
73,-100,-136.7972972972973,7013,3752,2023-06-13 08:52:45.882849,8:52
74,-100,-135.85333333333332,7089,3337,2023-06-13 08:52:46.962217,8:52
75,-100,-135.64473684210526,7174,3837,2023-06-13 08:52:47.982794,8:52
76,-100,-137.02597402597402,7315,3478,2023-06-13 08:52:49.772372,8:52
77,-100,-137.80769230769232,7421,3943,2023-06-13 08:52:51.077069,8:52
78,-100,-136.70886075949366,7553,3610,2023-06-13 08:52:52.788431,8:52
79,-100,-136.4375,7704,4094,2023-06-13 08:52:54.745441,8:52
80,-100,-135.92592592592592,7779,3685,2023-06-13 08:52:55.756808,8:52
81,-100,-135.70731707317074,7865,4180,2023-06-13 08:52:56.880291,8:52
82,-100,-136.33734939759037,7951,3771,2023-06-13 08:52:57.942198,8:52
83,-100,-136.6904761904762,8080,4309,2023-06-13 08:52:59.600268,8:52
84,-100,-135.75294117647059,8144,3835,2023-06-13 08:53:00.474909,8:53
85,-100,-135.04651162790697,8213,4378,2023-06-13 08:53:01.406462,8:53
86,-100,-134.9655172413793,8288,3910,2023-06-13 08:53:02.317526,8:53
87,-100,-134.4659090909091,8388,4478,2023-06-13 08:53:03.715567,8:53
88,-100,-134.40449438202248,8494,4016,2023-06-13 08:53:05.285876,8:53
89,-100,-135.2,8680,4664,2023-06-13 08:53:07.922278,8:53
90,-100,-134.54945054945054,8787,4123,2023-06-13 08:53:09.354191,8:53
91,-100,-134.56521739130434,8891,4768,2023-06-13 08:53:10.802613,8:53
